smiles,solvent,abs_peakwavs_max,abs_bandwidth,abs_molar_ext_coeff,emi_peakwavs_max,emi_bandwidth,quantum_yield,log_lifetime
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,412.0,50.9,4.778874472,454.0,66.5,0.001,0.21484384804769785
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClC(Cl)Cl,452.0,74.0,4.342422681,514.0,72.6,0.025,-0.8538719643217619
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2ccc3ccccc3[n+]21,ClC(Cl)Cl,426.0,55.5,4.51054501,435.0,57.2,0.52,0.05307844348341968
C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,395.0,69.6,4.33,483.0,128.5,0.99,1.10595276923698
COc1cc(OC)cc(C2=[O+][B-](F)(F)OC(c3ccc4ccccc4c3)=C2)c1,ClCCl,402.0,78.3,4.546542663,560.0,151.8,0.05,0.6848453616444125
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CCCCCC,489.0,93.2,4.77815125,560.0,80.0,0.72,0.38021124171160603
COc1ccc(/C=C/C2=CC(/C=C/c3ccc(OC)cc3)=[O+][B-](OC(C)=O)(OC(C)=O)O2)cc1,CC(C)=O,458.0,78.3,4.7,531.0,69.7,0.88,0.359835482339888
O=C1c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc2C(=O)c2ccc(N(c3ccc(-c4ccccc4)cc3)c3ccc(-c4ccccc4)cc3)cc21,Cc1ccccc1,464.0,90.9,4.288117587,629.0,99.1,0.1,0.5440680443502757
COc1cc2cc(/C=C/c3ccc(/C=C(\C#N)C(=O)O)cc3)c(=O)oc2cc1OC,CC#N,400.0,73.5,4.283074975,483.0,91.4,0.13,0.31386722036915343
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CC#N,310.0,59.8,3.612783857,470.0,88.5,0.001,0.42813479402878885
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)ccc3OC)nc2c1,CO,337.0,50.6,4.1,405.0,58.5,0.37,0.3074960379132129
COc1cc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c(OC)cc1C=C(C#Cc1ccccc1)C#Cc1ccccc1,ClC(Cl)Cl,455.0,90.4,4.505149978,522.0,61.1,0.34,0.146128035678238
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CN(C)C=O,471.0,85.9,4.56368276,573.0,79.4,0.088,0.7331972651065695
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,C1CCCCC1,434.0,88.5,4.61,558.0,86.4,0.44,0.6334684555795865
CSc1sc(C(=O)c2ccccc2)c2nn[nH]c(=O)c12,CC#N,396.0,58.9,4.041392685,485.0,84.9,0.013,-0.38721614328026455
O=c1c(N(c2ccccc2)c2ccccc2)c([O-])c1=[N+](c1ccccc1)c1ccccc1,CN(C)C=O,411.0,40.4,4.59,510.0,84.5,0.001,0.5211380837040362
COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3cc(OC)c(OC)cc3OC)nc2c1,CO,335.0,47.5,4.39,389.0,56.6,0.81,0.3074960379132129
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n(c26)P1(=O)c1ccccc1)c3c45,CO,428.0,68.8,4.52,563.0,110.5,0.29,0.6232492903979004
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,ClCCl,479.0,59.0,4.799340549,534.0,70.0,0.072,-0.8239087409443188
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CC#N,357.0,56.5,5.527629901,417.0,67.5,0.75,0.3508292735829677
CC(C)(C)c1ccc(C(C)(C)C)c(N2C(=O)c3cccc4c(-c5ccc(-c6ccc([N+](=O)[O-])cc6)s5)ccc(c34)C2=O)c1,CS(C)=O,400.0,84.8,4.436162647,538.0,129.1,0.17,-0.2596373105057561
CCCCn1c2ccccc2c2c1c1c3ccccc3n(CCCC)c1c1c3ccccc3n(CCCC)c21,C1CCOC1,316.0,35.2,4.799340549,396.0,46.4,0.19,0.7781512503836436
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,CCO,602.0,56.3,4.890979597,658.0,67.3,0.04,-0.06550154875643228
CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,537.0,53.7,4.6,698.0,138.4,0.0038,-0.6989700043360187
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CCOC(C)=O,462.0,62.3,4.367765791,590.0,100.3,0.009,0.8048206787211624
Cc1ccc(N(c2ccc(C)cc2)c2ccc(-c3ccc(C=C(C#N)C#N)o3)cc2)cc1,ClC(Cl)Cl,521.0,85.1,4.566943972,654.0,102.0,0.1,0.4099331233312945
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,ClC(Cl)Cl,610.0,49.0,4.88422877,647.0,53.1,0.27,0.5786392099680724
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2ccc3c(c2)C2(c4cc(-c5ccc(-n6c7ccc(C(C)(C)C)cc7c7cc(C(C)(C)C)ccc76)cc5)ccc4-3)c3ccccc3S(=O)(=O)c3ccccc32)cc1,ClCCl,353.0,50.8,4.900203213,449.0,75.0,0.88,0.25527250510330607
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,Cc1ccccc1,441.0,90.7,4.58,586.0,107.7,0.49,0.7923916894982539
CCN(CC)c1ccc2cc3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,ClCCl,615.0,59.1,4.84509804,647.0,59.6,0.31,0.6963563887333322
CCOc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2CC,Cc1ccccc1,474.0,97.0,4.6785639,578.0,102.6,0.008,0.5843312243675307
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,CC#N,385.0,79.5,4.542451947,458.0,72.2,0.55,0.012837224705172217
BrCCCCCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccccc1,384.0,21.2,3.579783597,384.0,6.0,0.59,1.7781512503836436
CCC12C(=C3C(=C4c5ccc(-c6ccc(C)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C)s3)cc1S2(=O)=O,CC#N,507.0,101.5,4.755874856,633.0,119.6,0.67,0.3979400086720376
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccccc4)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,643.0,82.5,4.792391689,669.0,44.6,0.21,0.47712125471966244
COc1cc2c(cc1-c1ccc(Cl)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(Cl)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,406.0,83.8,4.46,466.0,60.3,0.52,0.4842998393467858
CC[B-]1(CC)c2cccc3cc4ccccc4c(c23)-c2cccc(C)[n+]21,ClCCl,453.0,69.4,4.025305865,538.0,93.7,0.202,0.6127838567197355
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC(C)=O,470.0,68.0,4.662757832,562.0,103.5,0.017,-1.3098039199714864
CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,402.0,48.7,4.743509765,454.0,49.1,0.99,0.3463529744506387
CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,ClCCl,518.0,95.0,4.82672252,581.0,86.1,0.037,0.4593924877592308
CC(C)(C)c1ccc(C2=c3sc(-c4ccc(C(C)(C)C)cc4)c(-c4ccc(C(C)(C)C)cc4)c3=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)c4sc(-c5ccc(C(C)(C)C)cc5)c(-c5ccc(C(C)(C)C)cc5)c4n2[B-]3(F)F)cc1,ClC(Cl)Cl,767.0,59.0,5.159867847,807.0,53.0,0.05,0.07188200730612536
CCN(CC)c1ccc2cc(-c3nc4c5ccccc5c5ccccc5c4n3-c3ccc(C(C)(C)C)cc3)c(=O)oc2c1,ClCCl,410.0,58.5,5.770852012,492.0,65.1,0.97,1.100370545117563
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n1c26)c3c45,C1COCCO1,436.0,88.0,4.62,595.0,109.2,0.48,0.8195439355418687
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,C1CCOC1,492.0,83.1,4.857332496,643.0,121.9,0.1,0.287801729930226
CC1=CC(c2ccc3cc(N(C)C)ccc3c2)=[O+][B-](F)(F)O1,CC(C)=O,460.0,75.7,4.748962861,492.0,90.2,0.53,0.43456890403419873
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CC#N,393.0,57.6,3.69019608,483.0,90.8,0.017,-0.12493873660829993
CSc1sc(C(C)=O)c2nn[nH]c(=O)c12,CS(C)=O,400.5,57.2,4.146128036,497.0,100.9,0.0048,-0.8239087409443188
F[B-]12OC(c3ccccc3)=Nc3cccc([n+]31)N=C(c1ccccc1)O2,ClCCl,394.0,61.8,4.447158031,456.0,61.6,0.2,0.11394335230683678
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc([N+](=O)[O-])cc2)cc1,CCOC(C)=O,352.0,50.9,5.450249108,417.0,66.1,0.01,0.37548071461857246
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CN(C)C=O,391.5,53.7,3.949390007,487.0,95.1,0.013,-0.24412514432750865
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,C1CCOC1,380.5,56.1,3.86923172,465.0,92.5,0.0075,-0.6777807052660807
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Br)cc2)cc1,CN(C)C=O,361.0,57.4,5.605305046,422.0,64.7,0.68,0.3255156633631482
C=CCOc1ccc(-c2nc3cc(C(NC(=O)OC(C)(C)C)C(=O)OC)ccc3o2)cc1,CO,309.0,42.5,4.56,353.0,47.5,0.79,0.08278537031645007
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,O,520.0,66.3,4.40654018,588.3,104.7,0.058,0.11394335230683678
COc1ccc(C2=[O+][B-](F)(F)OC(c3ccc4c(c3)Cc3ccccc3-4)=C2)cc1,CC#N,424.0,54.4,4.855519156,466.0,56.0,0.94,0.20411998265592482
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/Nc1ccccc1)CCC3,ClC(Cl)Cl,608.0,66.9,4.806179974,644.0,67.1,0.35,0.49968708261840383
CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,406.0,51.5,4.758154622,456.0,49.7,0.75,0.31386722036915343
CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,ClCCl,568.0,76.7,4.1,709.0,140.4,0.0078,-0.5228787452803376
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC(C)CC(C)(C)C,527.5,31.0,4.90579588,569.0,74.3,0.4,0.6464037262230695
COc1ccc(C2CC(c3ccc(O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CC(C)O,358.0,53.5,5.536558443,423.0,75.1,0.55,0.30037806487070257
O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,CS(C)=O,399.0,41.3,3.77815125,417.0,44.9,0.66,1.0394141191761372
CCN(CC)c1ccc2cc(/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CCOC(C)=O,507.0,100.0,4.84260924,599.0,88.4,0.018,0.11727129565576427
c1ccc(-c2nn(-c3ccccc3)c3nc4ccccc4cc23)cc1,C1CCCCC1,401.4452027,55.8,3.819543936,443.6557232,52.6,0.86,1.252853030979893
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CCOC(C)=O,450.0,82.0,4.681241237,532.0,82.6,0.166,-0.494850021680094
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,OCC(O)CO,662.0,53.8,4.819346484,682.0,44.9,0.03,-0.3250470519514347
O=[N+]([O-])c1cccc2c1ccc1[n+]2[B-](F)(F)n2c-1cc1c3ccccc3c3ccccc3c12,ClCCl,518.0,93.0,4.08,633.0,88.0,0.03,0.4265112613645752
O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34,CO,375.0,25.6,3.230448921,375.0,5.9,0.68,2.6627578316815743
Nc1cccc2c1C(=O)c1ccccc1C2=O,ClCCl,464.0,79.0,3.755874856,558.0,91.4,0.0405,0.22010808804005508
CC[B-]1(CC)c2cccc3c4c5c(cccc5c(c23)-c2cccc(C)[n+]21)[B-](CC)(CC)[n+]1c(C)cccc1-4,ClCCl,538.0,96.1,4.123851641,620.0,97.7,0.53,1.0453229787866574
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CS(C)=O,489.0,65.7,4.332094928,639.0,82.9,0.059,0.9175055095525466
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CCOC(C)=O,317.0,50.2,5.156756965,393.0,59.5,0.07,-0.1938200260161128
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc(N(C)C)s1)CCC3,ClCCl,733.0,43.2,5.245251025,766.0,55.8,0.04,-0.7695510786217261
c1ccc2c(c1)ccc1ccc3ccc4ccccc4c3c12,ClC(Cl)Cl,393.0,34.5,2.301029996,424.0,47.5,0.04,1.414973347970818
F[B-]1(F)n2c(c3c(c2-c2ccccc2)C2C=CC3CC2)C(c2ccccc2)=C2C3=C(C(c4ccccc4)=[N+]21)C1C=CC3CC1,ClCCl,558.0,40.1,4.85,588.0,36.4,0.87,0.785329835010767
COc1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,Cc1ccccc1,663.0,54.3,4.86,697.0,67.3,0.24,0.1931245983544616
Cn1nc(-c2ccccc2)c2nc3cc(Cl)ccc3nc21,C1CCCCC1,428.0,59.3,3.810232518,487.0,71.1,0.58,1.3783979009481377
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,CS(C)=O,520.0,97.2,4.838849091,422.0,172.4,0.005,-0.3467874862246563
Nc1ccccc1/C=C/C(F)(F)F,C1CCOC1,347.0,56.0,3.711807229,427.0,58.0,0.77,0.8645110810583918
Cc1cccc(C2=Cc3c4ccccc4cc[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,401.5,58.4,4.5132176,464.8,75.9,0.06,-0.5984271543235541
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/C=C/c1ccc(N(C)C)cc1)CCC3,ClCCl,749.0,151.1,4.833714322,857.0,75.3,0.2,0.012837224705172217
CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,ClCCl,678.0,146.4,4.591064607,797.0,104.9,0.07,-0.44369749923271273
COc1cc(N(c2ccc(C=C(C#N)C#N)c(OC)c2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,CC(C)=O,454.0,91.0,4.763427994,557.0,103.2,0.074,-0.7695510786217261
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,400.0,71.2,4.204119983,472.0,68.4,0.9,0.36172783601759284
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CCOC(C)=O,458.0,50.8,4.421044248,549.0,77.0,0.009,0.8286598965353198
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3OC)sc12,ClCCl,398.0,63.1,4.322219295,469.0,67.6,0.51,0.11727129565576427
CCC12C(=C3C(=C4c5ccc(-c6ccc(C(C)=O)s6)cc5S(=O)(=O)C41CC)C(F)(F)C(F)(F)C3(F)F)c1ccc(-c3ccc(C(C)=O)s3)cc1S2(=O)=O,C1COCCO1,485.0,93.6,4.799340549,560.3950104,99.3,0.61,0.2787536009528289
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,CCO,479.0,63.6,4.331953395,627.0,82.4,0.021,0.890979596989689
CCCCC1=Cc2c3ccc4cccc5ccc(c6cc(-c7ccc(N(c8ccccc8)c8ccccc8)cc7)n(c26)P1(=O)c1ccccc1)c3c45,ClC(Cl)Cl,433.0,67.7,4.5,537.0,90.8,0.58,0.4471580313422192
CCC1(CC)c2cc(C#Cc3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(C#Cc4cccs4)ccc2-3)C(CC)(CC)c2cc(C#Cc3cccs3)ccc2-1,C1CCOC1,362.0,43.7,5.064457989,390.0,39.4,0.58,0.17609125905568124
CCOc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2CC,CCO,468.0,83.5,4.579314763,575.0,81.2,0.057,0.7193312869837267
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(C=O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,377.0,72.4,4.811662124,422.0,71.7,0.21,-0.07572071393811836
FC(F)(F)c1ccc(/C=C/c2nc3c(ccc4ccccc43)s2)cc1,CC#N,369.0,68.6,4.450249108,445.0,77.9,0.14,-0.07572071393811836
Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,CC#N,440.0,76.5,4.238046103,556.9662921,100.7,0.43,0.829303772831025
CN(C)c1ccc2cc(C3=[O+][B-](F)(F)OC(c4ccccc4)=C3)ccc2c1,ClC(Cl)Cl,500.0,80.5,4.892094603,613.0,98.1,0.9,0.4899584794248346
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,411.0,50.2,4.730782276,462.0,51.5,0.23,0.22788670461367355
CSc1sc(C(N)=O)c2nnn(C)c(=O)c12,CS(C)=O,398.5,61.7,3.939519253,527.0,124.1,0.1,0.7323937598229685
O=C1/C(=C2\Nc3cc4ccc5cccc6ccc(c3C2=O)c4c56)Nc2cc3ccc4cccc5ccc(c21)c3c45,C1CCOC1,687.0,83.2,4.047274867,707.0,43.8,0.0076,-0.37675070960209955
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(=O)oc2c1,CN(C)C=O,532.0,114.0,4.544068044,737.0,124.9,0.002,-0.6777807052660807
CC1(C)C(/C=C/C2=C(Oc3ccc(CCN=C=S)cc3I)/C(=C/C=C3/N(CCCS(=O)(=O)[O-])c4ccccc4C3(C)C)CCC2)=[N+](CCCS(=O)(=O)[O-])c2ccccc21,CO,766.0,46.8,5.334453751,796.0,39.4,0.15,-0.0236500209967266
CC1=C(c2ccc(N(C)C)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccc(N(C)C)cc3)c(C)n1[B-]2(F)F,ClCCl,574.0,90.3,4.7,722.0,141.2,0.0029,-0.6989700043360187
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CC#N,317.0,51.3,5.193302624,415.0,63.4,0.26,0.06069784035361165
Cn1c2ccccc2c2cc(/C=C/C3=[O+][B-](F)(F)OC(/C=C/c4ccc5c(c4)c4ccccc4n5C)=C3c3ccccc3)ccc21,ClCCl,565.0,85.6,4.843045811,636.0,81.6,0.6,0.33243845991560533
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3c([o+]c2c1)/C(=C/c1ccc2c(c1)c1ccccc1n2CC)CCC3,ClCCl,646.0,104.9,4.69019608,712.0,98.5,0.08,-0.10237290870955855
CCN(CC)c1ccc2cc(/C(Cl)=C/C=C/C(=C(C#N)C#N)c3ccc4c(c3)c3ccccc3n4CC)c(=O)oc2c1,Cc1ccccc1,508.0,104.0,4.667452953,606.0,93.1,0.091,0.14301480025409505
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,ClCCl,345.0,54.6,4.685965544,416.0,67.2,0.88,0.5587085705331657
CN(C)c1ccc(C2=Cc3cc(Cl)nc[n+]3[B-](F)(F)O2)cc1,CCCCCC,444.0,39.9,4.868644438,456.0,37.5,0.82,0.2787536009528289
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(F)cc2)cc1,CCO,357.0,56.1,5.660865478,427.0,76.7,0.47,0.250420002308894
CCCCCn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,CS(C)=O,406.0,37.9,3.925312091,422.0,44.4,0.76,1.0034605321095065
COc1cc2c(cc1/C=C/C1=CC(=C(C#N)C#N)CC(C)(C)C1)c1ccccc1n2C,ClC(Cl)Cl,485.0,61.7,4.331467788,601.0,90.7,0.018,0.9745116927373283
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc3ccc4cccc5ccc2c3c45)c(C)c1,Cc1ccccc1,399.0,44.3,4.73239376,423.0,43.8,0.71,0.47712125471966244
CCC1(CC)c2cc(-c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(-c4cccs4)ccc2-3)C(CC)(CC)c2cc(-c3cccs3)ccc2-1,C1CCOC1,340.0,40.8,5.212187604,385.0,41.6,0.59,0.3222192947339193
COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CCCCCCO,329.0,55.9,5.182318945,442.0,81.7,0.08,-0.11350927482751812
c1ccc(-c2nn(-c3ccccn3)c3nc4ccccc4cc23)cc1,C1CCCCC1,385.0,49.9,3.880813592,421.0,44.4,0.18,0.3344537511509309
CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,483.0,61.5,4.744292983,521.0,56.6,0.811,0.41413736218447667
COc1ccccc1C1=[N+]2C(=C(c3ccccc3)c3c4ccccc4c(-c4ccccc4OC)n3[B-]2(F)F)c2ccccc21,ClCCl,617.0,33.5,5.01,652.0,39.2,0.91,0.7634279935629373
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CO,391.5,58.3,4.0,508.0,111.1,0.052,0.4913616938342727
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,CCO,612.0,65.0,4.840106094,674.0,79.2,0.01,-0.3279021420642826
c1ccc2c(c1)OB1Oc3ccccc3-c3c1c-2c1c2c3-c3ccccc3OB2Oc2ccccc2-1,ClCCl,405.0,53.3,4.4,430.0,48.1,0.68,0.5740312677277188
COc1cc(N(c2ccccc2)c2ccc(C=C(C#N)C#N)c(OC)c2)ccc1C=C(C#N)C#N,C1COCCO1,464.0,59.0,4.755874856,520.0,59.9,0.035,-0.03385826726096737
O=P1(c2ccccc2)C(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)=Cc2c3ccc4cccc5ccc(c6cc(-c7ccccc7)n1c26)c3c45,C1CCOC1,451.0,74.2,4.5,521.0,81.3,0.61,0.4913616938342727
Cc1cc(C)c(B(c2ccc(-c3cc4ccc5cccc6ccc(c3)c4c56)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,378.0,29.6,3.431363764,414.0,44.6,0.47,1.8129133566428555
COc1ccc2nc3c(nc2c1)c(-c1ccccc1)nn3C,C1CCCCC1,431.0,54.9,3.86569606,478.0,55.7,0.22,0.7299742856995556
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,ClC(Cl)Cl,338.0,60.2,5.247973266,392.0,59.9,0.77,-0.13076828026902382
C[Si](C)(C)C#CC#Cc1ccc2c3cccc4cccc(c5cccc1c52)c43,C1CCCCC1,470.0,42.8,4.643452676,477.0768467,49.1,0.51,0.3424226808222063
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,O,664.0,79.8,4.591621038,683.0,41.3,0.02,-0.45050628678498683
CCN(CC)c1ccc2cc(-c3ccc(-c4ccc(-c5cc6ccc(N(CC)CC)cc6oc5=O)cc4)cc3)c(=O)oc2c1,ClCCl,417.0,64.9,5.342422681,484.0,52.0,0.75,1.0038911662369105
NS(=O)(=O)c1ccc(N2N=C(c3ccc(O)cc3)CC2c2ccc(Cl)cc2)cc1,CO,356.0,58.8,5.610660163,431.0,78.1,0.36,0.2250506961380488
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CCO,385.0,56.1,3.949390007,492.0,103.5,0.023,0.11394335230683678
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(-c2ccc(C=C(C#Cc3ccccc3)C#Cc3ccccc3)cc2)cc1,ClC(Cl)Cl,394.0,91.1,4.934498451,461.0,60.9,0.39,-0.1549019599857432
CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1,CC#N,655.0,70.4,4.819346484,672.0,38.2,0.15,-0.46890445312997203
c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5ccccc5)cc4cc23)cc1,C1CCCCC1,452.079566,62.8,3.937517892,486.6180049,52.6,0.76,1.2068258760318498
