smiles,solvent,peakwavs_max,source
Nc1ccc2c(c1)C(=O)c1ccc(N)cc1C2=O,CO,474.0,deep4chem
COc1cc(OC)c2ccc(=O)oc2c1,O,327.0,deep4chem
COc1cc(OC)c2ccc(=O)oc2c1,CO,324.0,deep4chem
COc1cc(OC)c2ccc(=O)oc2c1,CCO,324.0,deep4chem
COc1cc(OC)c2ccc(=O)oc2c1,CC(C)O,324.0,deep4chem
COc1cc(OC)c2ccc(=O)oc2c1,CCOCC,318.0,deep4chem
O=c1ccc2cc3c(cc2o1)OCC3,O,336.0,deep4chem
O=c1ccc2cc3c(cc2o1)OCC3,CO,333.0,deep4chem
O=c1ccc2cc3c(cc2o1)OCC3,CCO,333.0,deep4chem
O=c1ccc2cc3c(cc2o1)OCC3,CC(C)O,333.0,deep4chem
O=c1ccc2cc3c(cc2o1)OCC3,CCOCC,330.0,deep4chem
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,O,329.0,deep4chem
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,CO,328.0,deep4chem
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,CCO,327.0,deep4chem
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,CC(C)O,327.0,deep4chem
C[C@]12C(=O)NC(=O)N([C@H]3CC(O)[C@@H](CO)O3)[C@H]1[C@H]1Oc3cc4oc(=O)ccc4cc3[C@H]12,CCOCC,325.0,deep4chem
O=c1ccc2cc3ccoc3cc2o1,O,303.0,deep4chem
O=c1ccc2cc3ccoc3cc2o1,CO,300.0,deep4chem
O=c1ccc2cc3ccoc3cc2o1,CCO,299.0,deep4chem
O=c1ccc2cc3ccoc3cc2o1,CC(C)O,298.0,deep4chem
O=c1ccc2cc3ccoc3cc2o1,CCOCC,294.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,C1CCCCC1,353.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,c1ccccc1,363.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,Cc1ccccc1,362.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,C1COCCO1,359.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCCCCCCCO,363.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCOC(C)=O,360.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,C1CCOC1,362.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCCCCCO,365.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCCCO,363.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCCO,364.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CCO,363.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CC#N,363.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,CO,362.0,deep4chem
CCOC(=O)/C=C/c1ccc(N(C)C)cc1,O,373.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1CCCCC1,358.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,c1ccccc1,365.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,Cc1ccccc1,362.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1COCCO1,356.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,CCOC(C)=O,358.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,C1CCOC1,358.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,CCCCO,356.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,CCCO,355.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,CC#N,364.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,CO,357.0,deep4chem
CN(C)c1ccc(/C=C/C(=O)O)cc1,O,323.0,deep4chem
CC1=CC(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,518.0,deep4chem
CC1=C(Br)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(Br)c(C)n1[B-]2(F)F,ClCCl,548.0,deep4chem
CC1=C(I)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,534.0,deep4chem
CC1=C(I)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(I)c(C)n1[B-]2(F)F,ClCCl,554.0,deep4chem
CC1=C(c2ccccc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,532.0,deep4chem
CC1=C(c2ccccc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccccc3)c(C)n1[B-]2(F)F,ClCCl,548.0,deep4chem
COc1ccc(C2=C(C)C3=C(c4c(-c5ccccn5)nc5ccccn45)c4c(C)cc(C)n4[B-](F)(F)[N+]3=C2C)cc1,ClCCl,535.0,deep4chem
COc1ccc(C2=C(C)C3=C(c4c(-c5ccccn5)nc5ccccn45)c4c(C)c(-c5ccc(OC)cc5)c(C)n4[B-](F)(F)[N+]3=C2C)cc1,ClCCl,555.0,deep4chem
CC1=C(c2ccc(N(C)C)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,538.0,deep4chem
CC1=C(c2ccc(N(C)C)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccc(N(C)C)cc3)c(C)n1[B-]2(F)F,ClCCl,574.0,deep4chem
CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)cc(C)n1[B-]2(F)F,ClCCl,537.0,deep4chem
CC1=C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)C(C)=[N+]2C1=C(c1c(-c3ccccn3)nc3ccccn13)c1c(C)c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c(C)n1[B-]2(F)F,ClCCl,568.0,deep4chem
COC(=O)c1c(C(=O)OC)c2ccc(C)nn2c1C,C1CCCCC1,380.4,deep4chem
COC(=O)c1c(C(=O)OC)c2ccc(-c3ccccc3)nn2c1C,C1CCCCC1,397.6,deep4chem
CCc1c(C(=O)OC)c(C(=O)OC)c2ccc(-c3ccccc3)nn12,C1CCCCC1,399.4,deep4chem
CCOC(=O)c1cc(C)n2nc(-c3ccccc3)ccc12,C1CCCCC1,390.0,deep4chem
CCc1ccc2ccc(-c3ccccc3)nn12,C1CCCCC1,405.0,deep4chem
N#Cc1c(-n2nnc3c2CCC2C(CC3)[C@@H]2CO)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,287.0,deep4chem
N#Cc1c(-n2nnc3c2-c2ccccc2CN(C(=O)CCN)c2ccccc2-3)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,290.0,deep4chem
N#Cc1c(-n2cc(-c3ccccc3)nn2)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,295.0,deep4chem
N#Cc1c(-n2nnc3ccccc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,278.0,deep4chem
Cc1ccc2c(c1)nnn2-c1c(C#N)c2c(N)ncnc2n1[C@H]1C[C@H](O)[C@@H](CO)O1,CO,278.0,deep4chem
Cc1ccc2nnn(-c3c(C#N)c4c(N)ncnc4n3[C@H]3C[C@H](O)[C@@H](CO)O3)c2c1,CO,278.0,deep4chem
N#Cc1c(-n2nnc3cc(Cl)ccc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,276.0,deep4chem
N#Cc1c(-n2nnc3ccc(Cl)cc32)n([C@H]2C[C@H](O)[C@@H](CO)O2)c2ncnc(N)c12,CO,276.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CC#N,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CC(C)=O,391.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CO,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,[2H]OC,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CCO,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,[2H]OCC,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CCCO,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,CCCCO,390.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,O,384.0,deep4chem
Cc1nc2c(c[n+]1C)CN1C(=O)N([C@H]3O[C@@H](CO)[C@H](O)[C@@H]3O)C=CC1=N2,[2H]O[2H],384.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](N2C=CC3=Nc4nc(C)[n+](C)cc4CN3C2=O)[C@@H](O)[C@H]1O,CC#N,386.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](N2C=CC3=Nc4nc(C)[n+](C)cc4CN3C2=O)[C@@H](O)[C@H]1O,CCO,388.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](N2C=CC3=Nc4nc(C)[n+](C)cc4CN3C2=O)[C@@H](O)[C@H]1O,O,382.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](n2cnc3c2N=CN2Cc4c[n+](C)c(C)nc4N=C32)[C@@H](O)[C@H]1O,CC#N,392.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](n2cnc3c2N=CN2Cc4c[n+](C)c(C)nc4N=C32)[C@@H](O)[C@H]1O,CCO,389.0,deep4chem
CC(=O)OC[C@@H]1O[C@H](n2cnc3c2N=CN2Cc4c[n+](C)c(C)nc4N=C32)[C@@H](O)[C@H]1O,O,383.0,deep4chem
CC1=CC2=Nc3nc(C)[n+](C)cc3CN2C=C1,CC#N,403.0,deep4chem
CC1=CC2=Nc3nc(C)[n+](C)cc3CN2C=C1,CCO,398.0,deep4chem
CC1=CC2=Nc3nc(C)[n+](C)cc3CN2C=C1,O,392.0,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccncc3)nc2c1)NC(=O)OC(C)(C)C,CO,306.0764588,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccncc3)nc2c1)NC(=O)OC(C)(C)C,CC#N,302.8571429,deep4chem
COC(=O)C(Cc1ccc2oc(-c3ccncc3)nc2c1)NC(=O)OC(C)(C)C,CC1CCCCC1,307.1227364,deep4chem
Cn1ccc(-n2cncn2)nc1=O,O,310.0,deep4chem
Cc1cn(C)c(=O)nc1-n1cncn1,O,323.0,deep4chem
Cc1cn(CCCn2cc(C)c(=O)[nH]c2=O)c(=O)nc1-n1cncn1,O,325.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,C1CCCCC1,327.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,C1COCCO1,331.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CCOCC,328.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CCOC(C)=O,332.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,C1CCOC1,332.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CC#N,335.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CCCCO,339.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CCCO,339.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CCO,340.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,CO,341.0,deep4chem
CN(C)c1ccc(-c2nc3cnccc3[nH]2)cc1,O,335.0,deep4chem
C[N+]1=C(/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,552.0,deep4chem
C[N+]1=C(/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,553.0,deep4chem
CCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,552.0,deep4chem
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,552.0,deep4chem
C[N+]1=C(/C=C/C=C2/N(CCCc3ccccc3)c3ccccc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,553.0,deep4chem
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(Br)ccc21,CS(C)=O,556.0,deep4chem
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2cc(OC)ccc21,CS(C)=O,566.0,deep4chem
C[N+]1=C(/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,556.0,deep4chem
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)C(C)(C)c2c1ccc1ccccc21,CS(C)=O,572.0,deep4chem
C[N+]1=C(/C=C/C=C2/N(CCC[N+](C)(C)C)c3ccc(Br)cc3C2(C)C)C(C)(C)c2ccccc21,CS(C)=O,556.0,deep4chem
CN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)Sc2ccccc21,CS(C)=O,549.0,deep4chem
CCCCN1/C(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)Oc2ccccc21,CS(C)=O,516.0,deep4chem
CCCCn1/c(=C/C=C/C2=[N+](C)c3ccccc3C2(C)C)c2cccc3cccc1c32,CS(C)=O,672.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,C1CCCCC1,336.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,Cc1ccccc1,338.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,Clc1ccccc1,338.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,ClC(Cl)Cl,339.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,C1CCOC1,341.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,CN(C)C=O,344.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,C1COCCO1,338.0,deep4chem
c1ccc2c(c1)[nH]c1cccnc12,CCO,334.0,deep4chem
O=c1cc(-c2ccccc2)oc(-c2ccc(-c3nc4ccccn4c3NC3CCCCC3)cc2)c1,ClCCl,359.0,deep4chem
Cc1cccc2nc(-c3ccc(-c4cc(=O)cc(-c5ccccc5)o4)cc3)c(NC3CCCCC3)n12,ClCCl,356.0,deep4chem
CC(C)(C)Nc1c(-c2ccc(-c3cc(=O)cc(-c4ccccc4)o3)cc2)nc2ccccn12,ClCCl,355.0,deep4chem
Cc1cc(=O)cc(-c2ccc(-c3nc4ccccn4c3NC3CCCCC3)cc2)o1,ClCCl,357.0,deep4chem
O=c1cc(-c2ccccc2)oc(-c2nc3ccccn3c2NC2CCCCC2)c1,ClCCl,353.0,deep4chem
O=c1cc(-c2nc3ccccn3c2NC2CCCCC2)occ1OCc1ccccc1,ClCCl,357.0,deep4chem
Cc1cccc2nc(-c3cc(=O)c(OCc4ccccc4)co3)c(NC3CCCCC3)n12,ClCCl,352.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,O,383.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CO,389.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CC#N,382.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1CCOC1,366.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1COCCO1,377.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CCCCCCC,375.0,deep4chem
O=C(O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1CCCCC1,376.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,O,377.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CO,378.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CC#N,381.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1CCOC1,382.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1COCCO1,384.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,CCCCCCC,365.0,deep4chem
O=C(O)C1CCCN1C(=O)c1ccc(C2CC(c3cccc4ccccc34)=NN2c2ccccc2)cc1,C1CCCCC1,363.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,C1COCCO1,372.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CCCCO,372.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CC#N,376.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CCO,363.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,CO,364.0,deep4chem
O=C(O)c1cc2c(ccc3ccccc32)oc1=O,O,376.0,deep4chem
O=C([O-])c1cc2c(ccc3ccccc32)oc1=O,O,360.0,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCC(C)C,520.4,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCC,521.1,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCCCC1,522.5,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCC,521.2,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,c1ccccc1,522.7,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,Cc1ccccc1,522.5,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOCC,518.8,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1COCCO1,518.6,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,C1CCOC1,518.4,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN1CCCC1=O,518.2,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCOC(C)=O,516.4,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CN(C)C=O,517.1,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)=O,516.0,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,514.8,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCCO,518.0,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCC(F)(F)F,515.7,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,OCCOc1ccccc1,522.3,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCCCCO,521.8,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCCCO,521.0,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCCCO,520.4,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCCO,519.4,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CC(C)O,518.8,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCCO,518.9,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,517.7,deep4chem
CCC1=C(C)C2=C(C)c3c(C)c(CC)c(C)n3[B-](F)(F)[N+]2=C1C,CO,516.2,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCCCCC,458.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,C1CCCCC1,461.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)(Cl)Cl,465.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccccc1,465.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,Cc1ccccc1,465.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCOCC,462.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,ClC(Cl)Cl,464.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,Nc1ccccc1,474.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccc2ncccc2c1,477.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,c1ccncc1,472.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCc1ccccc1,473.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCCO,466.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CC(C)=O,461.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CCO,460.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,CO,460.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,O=[N+]([O-])c1ccccc1,476.0,deep4chem
c1csc(-c2cnc(-c3cccs3)c3nonc23)c1,OCC(O)CO,471.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CCCCO,476.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC(C)O,476.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CO,465.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC(C)=O,465.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CC#N,465.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,C1COCCO1,470.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,CN(C)C=O,468.0,deep4chem
COC(=O)c1ccc2c3ccc(C(=O)OC)c4c(C(=O)OC)ccc(c5ccc(C(=O)OC)c1c25)c43,ClC(Cl)Cl,469.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,413.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CCOCC,413.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1COCCO1,417.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,416.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,420.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,COC(C)=O,417.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CC#N,417.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CN(C)C=O,423.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,426.0,deep4chem
CN(C)c1ccc(C2=Cc3cccc[n+]3[B-](F)(F)O2)cc1,CO,418.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CC1CCCCC1,473.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOCC,467.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,C1COCCO1,472.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CCOC(C)=O,468.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,C1CCOC1,472.0,deep4chem
CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,COC(C)=O,468.0,deep4chem
