smiles,solvent,log_lifetime,source
CCn1c2ccccc2c2cc3c(cc21)c1ccccc1n3CC,ClC(Cl)Cl,2.9,deep4chem
CCC(CC)n1c2ccccc2c2cc3c(cc21)c1ccccc1n3C(CC)CC,ClC(Cl)Cl,3.05,deep4chem
CCc1cc(CC)cc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2cc(CC)cc(CC)c2)c1,ClC(Cl)Cl,3.69,deep4chem
CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)cc2)cc1,ClC(Cl)Cl,3.62,deep4chem
CCc1ccc(-n2c3ccccc3c3cc4c(cc32)c2ccccc2n4-c2ccc(CC)s2)s1,ClC(Cl)Cl,0.63,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,ClC(Cl)(Cl)Cl,2.02,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,Cc1ccccc1,7.47,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,c1ccccc1,7.73,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,C1CCOC1,8.41,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCOC(C)=O,7.91,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,ClCCl,10.4,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CN(C)C=O,10.82,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,12.05,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CC#N,9.39,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCCCO,10.7,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCCO,10.51,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CCO,10.11,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,CO,9.69,deep4chem
CC1(C)Nc2ccccc2-c2[nH]c3ccccc3c(=O)c21,O,5.24,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,ClC(Cl)(Cl)Cl,4.8,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,Cc1ccccc1,6.68,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,c1ccccc1,6.71,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,C1CCOC1,7.47,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCOC(C)=O,7.52,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,ClCCl,8.06,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CN(C)C=O,9.36,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CS(C)=O,9.91,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CC#N,8.72,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCCCO,9.26,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCCO,9.2,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CCO,9.0,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CO,8.67,deep4chem
CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,O,8.68,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,ClC(Cl)(Cl)Cl,5.08,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,Cc1ccccc1,7.24,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,c1ccccc1,7.52,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,C1CCOC1,8.25,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCOC(C)=O,8.04,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,ClCCl,9.46,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CN(C)C=O,10.5,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CS(C)=O,11.4,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CC#N,9.16,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCCCO,10.2,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCCO,10.1,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CCO,9.74,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,CO,9.35,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1ccccc1NC3(C)C,O,7.42,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,ClC(Cl)(Cl)Cl,5.41,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,Cc1ccccc1,7.94,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,c1ccccc1,8.01,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,C1CCOC1,8.91,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CCOC(C)=O,8.48,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,ClCCl,9.85,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CN(C)C=O,10.4,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CS(C)=O,11.2,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CC#N,9.32,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CCCCO,9.93,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CCCO,9.91,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CCO,9.44,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,CO,9.17,deep4chem
COc1ccc2c(=O)c3c([nH]c2c1)-c1cc(Cl)ccc1NC3(C)C,O,6.93,deep4chem
CN(C)c1ccc(C2=Nc3sc4ccccc4[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,1.74,deep4chem
COc1ccc2c(c1)sc1[n+]2[B-](F)(F)OC(c2ccc(N(C)C)cc2)=N1,Cc1ccccc1,1.59,deep4chem
CN(C)c1ccc(C2=Nc3sc4cc(F)ccc4[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,1.68,deep4chem
CN(C)c1ccc(C2=Nc3sc4cc(Cl)ccc4[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,1.71,deep4chem
CN(C)c1ccc(C2=Nc3sc4cc(C(F)(F)F)ccc4[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,1.78,deep4chem
CN(C)c1ccc(C2=Nc3sc4c(F)c(F)c(F)c(F)c4[n+]3[B-](F)(F)O2)cc1,Cc1ccccc1,2.0,deep4chem
CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,C1CCCCC1,2.67,deep4chem
CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,Cc1ccccc1,1.81,deep4chem
CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,CCOC(C)=O,0.97,deep4chem
CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,CC(C)=O,0.39,deep4chem
CSC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,CC#N,0.17,deep4chem
C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,C1CCCCC1,2.3,deep4chem
C#CCNC1=C2C=C(c3cc4n(c3)[B-](F)(F)[N+]3=CC=CC3=C4c3c(C)cc(C)cc3C)C(C)=[N+]2[B-](F)(F)n2c(C)ccc21,CCOC(C)=O,0.58,deep4chem
CC1=[N+]2C(=C(Oc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.76,deep4chem
CC1=[N+]2C(=C(Oc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.92,deep4chem
CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.74,deep4chem
CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.58,deep4chem
CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.7,deep4chem
CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.9,deep4chem
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,3.01,deep4chem
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.9376,deep4chem
CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.84,deep4chem
CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.81,deep4chem
CC1=[N+]2C(=C(c3ccc(C(=O)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.9,deep4chem
CC1=[N+]2C(=C(c3ccc(C(=O)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.92,deep4chem
CC1=[N+]2C(=C(c3ccc4c(c3)Cc3ccccc3-4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.8,deep4chem
CC1=[N+]2C(=C(c3ccc4c(c3)Cc3ccccc3-4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.83,deep4chem
CC1=[N+]2C(=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.6,deep4chem
CC1=[N+]2C(=C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.72,deep4chem
CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.67,deep4chem
CC1=[N+]2C(=C(c3cccs3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.92,deep4chem
CC1=[N+]2C(=C(NCc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.19,deep4chem
CC1=[N+]2C(=C(NCc3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.54,deep4chem
CC1=[N+]2C(=C(NC(C)c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.07,deep4chem
CC1=[N+]2C(=C(NC(C)c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.52,deep4chem
CC1=[N+]2C(=C(Oc3ccc4c(c3)CC[C@@H]3[C@@H]4CC[C@]4(C)C(=O)CC[C@@H]34)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.7,deep4chem
CC1=[N+]2C(=C(Oc3ccc4c(c3)CC[C@@H]3[C@@H]4CC[C@]4(C)C(=O)CC[C@@H]34)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.911,deep4chem
CC1=[N+]2C(=C(Oc3cc(C)c4c(c3)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,2.56,deep4chem
CC1=[N+]2C(=C(Oc3cc(C)c4c(c3)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O4)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,0.9312,deep4chem
C#Cc1cccc2ccccc12,C1CCCCC1,10.8,deep4chem
C#Cc1cccc2ccccc12,ClCCl,6.4,deep4chem
C#Cc1cccc2ccccc12,CO,10.9,deep4chem
C#Cc1cccc2ccccc12,CC#N,8.6,deep4chem
C#Cc1ccc2ccc3cccc4ccc1c2c34,C1CCCCC1,14.9,deep4chem
C#Cc1ccc2ccc3cccc4ccc1c2c34,ClCCl,20.5,deep4chem
C#Cc1ccc2ccc3cccc4ccc1c2c34,CO,17.8,deep4chem
C#Cc1ccc2ccc3cccc4ccc1c2c34,CC#N,13.4,deep4chem
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,C1CCCCC1,0.8,deep4chem
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,ClCCl,1.1,deep4chem
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,CO,1.1,deep4chem
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,CC#N,1.2,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCC(C)C,4.19,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCC,4.35,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCCCC1,3.91,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC(C)CC(C)(C)C,4.43,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCOCC,4.27,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1COCCO1,4.37,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,C1CCOC1,4.15,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CN(C)C=O,4.69,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC(C)=O,4.34,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCC(C)=O,4.54,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CNC=O,4.45,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,COC(C)=O,4.44,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCOC(C)=O,4.31,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCOC(C)=O,4.51,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC#N,4.27,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCCCCO,4.68,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCCCO,4.59,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCCO,4.33,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCCO,4.19,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CCO,4.09,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CO,4.21,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,OCC(F)(F)F,4.64,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCCCCC,8.1,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,Cc1ccccc1,6.0,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,C1CCOC1,6.5,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCCC#N,5.5,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCC#N,4.6,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CC#N,4.7,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCCO,3.5,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CCO,3.5,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5cccc6ccc3c4c56)ccn2)nc1,CO,3.1,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCCCCC,2.6,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,Cc1ccccc1,1.8,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,C1CCOC1,2.0,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCCC#N,2.1,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCC#N,2.2,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CC#N,2.2,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCCO,2.1,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCO,2.1,deep4chem
c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CO,1.7,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(cc(-c7ccc(-n8c9ccccc9c9ccccc98)cc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,3.3,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc(-n6c7ccccc7c7ccccc76)cc5)cc5c6c(ccc(c7c(-c8ccc(-n9c%10ccccc%10c%10ccccc%109)cc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,3.4,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)cc5c6c(cc(-c7ccc8c(c7)c7ccccc7n8-c7ccccc7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,4.1,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc6c(c5)c5ccccc5n6-c5ccccc5)cc5c6c(ccc(c7c(-c8ccc9c(c8)c8ccccc8n9-c8ccccc8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,3.9,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)cc5c6c(cc(-c7ccc8c9ccccc9n(-c9ccccc9)c8c7)c(c7ccc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,13.2,deep4chem
CCCCCCCCN1C(=O)c2ccc3c4c(-c5ccc6c7ccccc7n(-c7ccccc7)c6c5)cc5c6c(ccc(c7c(-c8ccc9c%10ccccc%10n(-c%10ccccc%10)c9c8)cc(c2c37)C1=O)c64)C(=O)N(CCCCCCCC)C5=O,ClC(Cl)Cl,8.8,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3)sc12,ClCCl,2.33,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,2.3,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,ClCCl,2.59,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3OC)sc12,ClCCl,1.31,deep4chem
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,2.06,deep4chem
COc1ccc(-c2cc3c(ccc(=O)n3C)s2)cc1,ClCCl,2.42,deep4chem
COc1ccc(-c2cc3c(s2)c(C)cc(=O)n3C)cc1,ClCCl,0.63,deep4chem
COc1ccc(-c2cc3c(s2)c(-c2ccccc2)cc(=O)n3C)cc1,ClCCl,4.69,deep4chem
COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3C)cc1,ClCCl,1.51,deep4chem
COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3Cc2ccccc2)cc1,ClCCl,1.94,deep4chem
COc1ccc(-c2cc3c(s2)c(C(=O)c2ccccc2)cc(=O)n3Cc2ccccc2)cc1,ClCCl,5.3,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(Oc4ccccc4)cc3)sc12,ClCCl,2.83,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCO4)sc12,ClCCl,1.72,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,ClCCl,2.15,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)sc12,ClCCl,1.36,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,2.07,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(N(C)C)c3)sc12,ClCCl,2.64,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,ClCCl,1.23,deep4chem
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,1.86,deep4chem
