smiles,solvent,emi_peakwavs_max,emi_bandwidth,source
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CC#N,413.0,97.7,deep4chem
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CC(=O)N(C)C,420.0,97.7,deep4chem
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,CS(C)=O,426.0,97.7,deep4chem
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,C1COCCO1,396.0,70.0,deep4chem
CCc1ccc(-c2ccc(-c3nnc(-c4ccc(-c5nnc(-c6ccc(-c7ccc(CC)cc7)s6)o5)cc4)o3)s2)cc1,Cc1ccccc1,402.0,75.1,deep4chem
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,CS(C)=O,420.0,85.2,deep4chem
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,O,480.0,82.2,deep4chem
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,CC#N,480.0,74.7,deep4chem
Cc1ccc(Sc2ccc3ccc4cccc5ccc2c3c45)cc1,ClCCl,415.0,58.0,deep4chem
Cc1ccc(Sc2cc3cccc4ccc5cccc2c5c43)cc1,ClCCl,416.0,71.8,deep4chem
Cc1ccc(Sc2cc3ccc4cccc5ccc(c2)c3c45)cc1,ClCCl,405.0,37.7,deep4chem
Clc1ccc(/C=C/c2ccc(-c3nc4c5cccnc5c5ncccc5c4[nH]3)cc2)cc1,C1CCOC1,463.0,39.9,deep4chem
C(=C/c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1)\c1ccncc1,C1CCOC1,449.0,46.6,deep4chem
C(=C/c1nc2ccccc2[nH]1)\c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,C1CCOC1,444.0,42.1,deep4chem
C(=C/c1nc2ccccc2s1)\c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,C1CCOC1,469.0,51.5,deep4chem
COc1cc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)c(OC)cc1/C=C/c1nc2ccccc2[nH]1,C1CCOC1,443.0,37.8,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,c1ccccc1,567.0,76.4,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCOC(C)=O,644.0,98.6,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CC(C)=O,694.0,113.6,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,CCCO,740.0,102.2,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\C=C\c3ccc(N(C)C)cc3)C2=O)cc1,OCC(F)(F)F,764.0,140.1,deep4chem
CN(C)c1ccc(/C=C/C=C2\CC/C(=C\c3ccc(N(C)C)cc3)C2=O)cc1,S=C=S,540.0,72.7,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CN(C)C=O,448.0,44.0,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CO,461.0,47.6,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCO,460.0,47.6,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCO,459.0,47.6,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCO,460.0,47.6,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CC(C)=O,439.0,42.4,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCOC(C)=O,436.0,42.4,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,ClC(Cl)Cl,438.0,46.1,deep4chem
Nc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCC,418.0,42.9,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CN(C)C=O,479.0,61.9,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CO,473.0,61.1,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCCO,471.0,58.1,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCCCO,471.0,56.1,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCCCCCCCO,461.0,48.0,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CC(C)=O,461.0,56.2,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCOC(C)=O,446.0,50.8,deep4chem
CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,ClC(Cl)Cl,439.0,50.8,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CN(C)C=O,462.0,47.5,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CO,475.0,52.7,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCO,471.0,49.9,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCO,470.0,49.9,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCO,468.0,48.3,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CC(C)=O,454.0,44.2,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCOC(C)=O,443.0,42.5,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,ClC(Cl)Cl,450.0,42.5,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCC,418.0,41.7,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CN(C)C=O,499.0,75.5,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CO,489.0,74.3,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCO,485.0,69.1,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCCO,480.0,66.7,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCCCO,476.0,66.7,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CC(C)=O,487.0,72.3,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCOC(C)=O,465.0,61.0,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,ClC(Cl)Cl,456.0,54.6,deep4chem
CCN(CC)c1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCCCCC,419.0,40.2,deep4chem
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CCCCO,559.0,220.1,deep4chem
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CC(C)=O,682.0,168.0,deep4chem
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,CCOC(C)=O,621.0,177.4,deep4chem
CN(C)c1ccc(-c2cc3ccc([N+](=O)[O-])cc3c(=O)o2)cc1,ClC(Cl)Cl,652.0,162.3,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CN(C)C=O,411.0,66.3,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CO,413.0,66.6,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCO,412.0,66.6,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCO,410.0,65.0,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCO,411.0,65.7,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCCCCO,410.0,69.7,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCOC(C)=O,404.0,64.0,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,ClC(Cl)Cl,409.0,64.0,deep4chem
COc1ccc2cc(-c3ccc(C(F)(F)F)cc3)oc(=O)c2c1,CCCCCC,397.0,64.0,deep4chem
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CN(C)C=O,410.0,75.2,deep4chem
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CO,410.0,80.2,deep4chem
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCO,410.0,80.2,deep4chem
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,CCOC(C)=O,404.0,80.2,deep4chem
COc1ccc2cc(-c3ccc(S(C)(=O)=O)cc3)oc(=O)c2c1,ClC(Cl)Cl,408.0,73.7,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CN(C)C=O,614.0,127.7,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CO,612.0,115.6,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCO,602.0,123.2,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCO,591.0,118.4,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCO,586.0,118.8,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCCCCCO,585.0,122.0,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CC(C)=O,611.0,115.2,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCOC(C)=O,578.0,112.3,deep4chem
CN(C)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,ClC(Cl)Cl,538.0,101.4,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CN(C)C=O,613.0,121.8,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CO,604.0,121.0,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCO,599.0,119.4,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCO,587.0,118.1,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCO,578.0,116.9,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCCCCCO,561.0,110.1,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CC(C)=O,604.0,119.4,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCOC(C)=O,568.0,111.7,deep4chem
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,ClC(Cl)Cl,542.0,103.2,deep4chem
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CN(C)C=O,546.0,99.0,deep4chem
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CC(C)=O,530.0,102.4,deep4chem
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,CCOC(C)=O,624.0,101.4,deep4chem
CN(C)c1ccc(-c2cc3c(ccc4c([N+](=O)[O-])cccc43)c(=O)o2)cc1,ClC(Cl)Cl,634.0,113.3,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5)ccc4o3)c(=O)oc2c1,ClCCl,495.0,43.0,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5Cl)ccc4o3)c(=O)oc2c1,ClCCl,496.0,37.7,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccc(C)cc5[N+](=O)[O-])ccc4o3)c(=O)oc2c1,ClCCl,496.0,43.5,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5ccccc5[N+](=O)[O-])ccc4o3)c(=O)oc2c1,ClCCl,498.0,40.6,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(C)c5)ccc4o3)c(=O)oc2c1,ClCCl,495.0,43.5,deep4chem
CCN(CC)c1ccc2cc(-c3nc4cc(C(=O)Nc5cccc(OC)c5)ccc4o3)c(=O)oc2c1,ClCCl,494.0,47.3,deep4chem
O=C(Nc1ccccc1[N+](=O)[O-])c1ccc2oc(-c3cc4ccccc4oc3=O)nc2c1,ClCCl,443.0,85.9,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CCOC(C)=O,340.0,73.0,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,C1CCOC1,399.0,77.9,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,ClCCl,394.0,85.0,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CCCCO,396.0,72.4,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CCCO,389.0,77.3,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CC(C)=O,404.0,80.9,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CCO,389.0,66.1,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CO,400.0,69.1,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CC#N,400.0,79.2,deep4chem
Cc1ccc2occ(CC(=O)NN)c2c1,CN(C)C=O,404.0,78.4,deep4chem
CN(C)c1ccc(/C=C/C(=O)c2ccccc2)cc1,CC(C)=O,519.0,60.9,deep4chem
COc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1OC,CC(C)=O,511.0,60.2,deep4chem
Cc1ccc(C(=O)/C=C/c2ccc(N(C)C)cc2)cc1,CC(C)=O,516.0,40.4,deep4chem
CN(C)c1ccc(/C=C/C(=O)c2ccc(Cl)cc2)cc1,CC(C)=O,532.0,67.8,deep4chem
O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,428.0,64.7,deep4chem
CCOC(=O)c1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,432.0,65.1,deep4chem
N#Cc1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,434.0,66.6,deep4chem
COc1ccc(C2=Cc3cc4ccccc4cc3P2(=O)c2ccccc2)cc1,ClCCl,448.0,75.9,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,ClCCl,533.0,102.6,deep4chem
O=P1(c2ccccc2)C(c2ccccc2)=Cc2ccccc21,ClCCl,423.0,74.4,deep4chem
CCOC(=O)c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,425.0,85.1,deep4chem
N#Cc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,426.0,79.6,deep4chem
COc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,454.0,84.4,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,ClCCl,544.0,112.8,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,Cc1ccccc1,478.0,74.4,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,ClC(Cl)Cl,516.0,92.9,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,C1CCOC1,511.0,88.0,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,CN(C)C=O,551.0,119.6,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,CC#N,561.0,126.9,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,Cc1ccccc1,490.0,82.1,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,ClC(Cl)Cl,529.0,97.1,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,C1CCOC1,521.0,96.1,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CN(C)C=O,566.0,126.1,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,CC#N,577.0,134.3,deep4chem
CSc1ccc(/C=C/c2ccncn2)cc1,ClCCl,435.0,119.7,deep4chem
CN(C)c1ccc(/C=C/c2ccncn2)cc1,ClCCl,488.0,78.0,deep4chem
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,ClCCl,570.0,110.6,deep4chem
COc1ccc(-c2ccc(/C=C/c3ccncn3)cc2)cc1,ClCCl,447.0,77.1,deep4chem
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,CCCCCCC,468.0,76.3,deep4chem
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,C1CCOC1,556.0,124.6,deep4chem
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,CC#N,611.0,115.5,deep4chem
CN(C)c1ccc(/C=C/c2cnc3ccccc3n2)cc1,CS(C)=O,622.0,113.7,deep4chem
c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,ClCCl,421.0,142.6,deep4chem
[BH3-][P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,400.0,96.8,deep4chem
O=P1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,428.0,100.5,deep4chem
C[P+]1(c2ccccc2)c2ccccc2-c2sc3ccccc3c21,ClCCl,445.0,100.5,deep4chem
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,ClCCl,453.0,129.9,deep4chem
O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,466.0,121.4,deep4chem
C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,483.0,128.5,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,C1CCCCC1,713.0,33.7,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,Cc1ccccc1,718.0,33.9,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,ClC(Cl)Cl,708.0,36.0,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,C1CCOC1,711.0,36.2,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,C1COCCO1,708.0,39.8,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,CN(C)C=O,716.0,34.6,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,CS(C)=O,717.0,36.5,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,CC#N,705.0,36.2,deep4chem
Cc1ccc2ccc3c(c2n1)N/C(=C\C1=C([O-])/C(=C/C2=[NH+]c4c(ccc5ccc(C)nc45)C2(C)C)C1=O)C3(C)C,CO,703.0,37.1,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,C1CCCCC1,700.0,37.4,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,Cc1ccccc1,706.0,37.7,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,ClC(Cl)Cl,702.0,40.3,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,C1CCOC1,699.0,39.6,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,C1COCCO1,698.0,38.2,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,CN(C)C=O,705.0,38.1,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,CS(C)=O,707.0,38.9,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,CC#N,697.0,38.7,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4c(ccc5ccc(C)nc45)C3(C)C)C2=O)C(C)(C)c2ccc3ccc(C)nc3c21,CO,691.0,39.3,deep4chem
CC1(C)C(/C=C2\C(=O)C(/C=C3\Nc4ccccc4C3(C)C)=C2[O-])=[NH+]c2ccccc21,ClC(Cl)Cl,670.0,32.3,deep4chem
CCN1/C(=C\C2=C([O-])/C(=C/C3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,ClC(Cl)Cl,643.0,26.2,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CO,363.5966985,59.8,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CC(C)O,353.1572256,54.8,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCC,318.9996172,29.6,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,C1CCCCC1,321.2025825,29.9,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCCCCCCCCCCCC,322.2999323,29.7,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CCCCCCCCCCCCCCCCCl,327.0004251,42.5,deep4chem
COC(=O)c1ccc(C#Cc2ccccc2)cc1,CC#N,353.7944454,55.5,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CO,371.9961312,157.0,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CC(C)O,365.0034675,59.3,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CCCCCCCCCCCCCCCC,346.981263,33.5,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CCCCCCCCCCCCCCCCCl,360.4902668,48.7,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,C1CCCCC1,344.9941351,34.1,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,C1COCCO1,372.4949713,53.6,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CC1CCCO1,377.5009438,57.6,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CCOC(C)=O,382.49694,64.2,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CN(C)C=O,418.4975936,141.8,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CS(C)=O,423.4955321,120.6,deep4chem
CN(C)c1ccc(C#Cc2ccccc2)cc1,CC#N,415.5067104,197.1,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CO,547.0160276,197.2,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC(C)O,509.99592,167.1,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC(C)CC(C)(C)C,379.99696,40.1,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CCCCCCCCCCCCCCCCCl,423.6031686,65.9,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,C1CCCCC1,382.9950211,34.9,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,C1COCCO1,446.0104366,76.6,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CC1CCCO1,468.0114195,90.2,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CCOC(C)=O,481.9973972,102.5,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,CN(C)C=O,565.9950192,177.0,deep4chem
