smiles,solvent,abs_peakwavs_max,abs_bandwidth,abs_molar_ext_coeff,emi_peakwavs_max,emi_bandwidth,quantum_yield,log_lifetime,source
CC1=[N+]2C(=Cc3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,589.0,96.6,4.790988475,683.0,133.3,0.11,0.58,deep4chem
CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,604.5,92.8,4.894316063,657.0,72.9,0.92,2.7,deep4chem
CC1=[N+]2C(=C(c3ccc(C=O)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,604.5,97.5,4.875639937,669.0,114.4,0.2,0.9,deep4chem
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,598.5,88.6,4.872738827,642.0,69.7,0.85,3.01,deep4chem
CC1=[N+]2C(=C(c3ccc(Br)cc3)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,601.5,90.3,4.853698212,670.0,123.2,0.21,0.9376,deep4chem
CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,C1CCCCC1,595.0,90.8,4.797267541,640.0,66.9,0.84,2.84,deep4chem
CC1=[N+]2C(=C(c3ccccc3C)c3ccc(C)n3[B-]2(F)F)C=C1c1cc2n(c1)[B-](F)(F)[N+]1=CC=CC1=C2c1c(C)cc(C)cc1C,CCOC(C)=O,599.0,93.0,4.751279104,679.0,132.3,0.16,0.81,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,CC(C)CC(C)(C)C,527.5,31.0,4.90579588,569.0,74.3,0.4,4.43,deep4chem
CC1=C(C(C)(C)C)C(C)=[N+]2C1=C(C)c1c(C)c(C(C)(C)C)c(C)n1[B-]2(F)F,OCC(F)(F)F,521.6,34.7,4.845718018,561.2,70.6,0.49,4.64,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3)sc12,ClCCl,394.0,62.2,3.880813592,462.0,67.9,0.63,2.33,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,400.0,71.2,4.204119983,472.0,68.4,0.9,2.3,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cccc(OC)c3)sc12,ClCCl,394.0,61.9,4.662757832,464.0,67.0,0.48,2.59,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3OC)sc12,ClCCl,398.0,63.1,4.322219295,469.0,67.6,0.51,1.31,deep4chem
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(OC)cc3)sc12,ClCCl,404.0,64.7,4.602059991,474.0,68.0,0.99,2.06,deep4chem
COc1ccc(-c2cc3c(s2)c(-c2ccccc2)cc(=O)n3C)cc1,ClCCl,386.0,56.8,4.447158031,437.0,64.1,0.46,4.69,deep4chem
COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3C)cc1,ClCCl,418.0,72.1,4.123851641,510.0,82.5,0.98,1.51,deep4chem
COc1ccc(-c2cc3c(s2)c(C(C)=O)cc(=O)n3Cc2ccccc2)cc1,ClCCl,426.0,73.2,4.579783597,512.0,70.5,0.99,1.94,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(Oc4ccccc4)cc3)sc12,ClCCl,398.0,62.2,4.089905111,469.0,68.2,0.83,2.83,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCO4)sc12,ClCCl,404.0,65.6,3.643452676,474.0,70.5,0.62,1.72,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc4c(c3)OCCO4)sc12,ClCCl,402.0,64.2,4.456366033,473.0,68.9,0.83,2.15,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cc(OC)c(OC)c(OC)c3)sc12,ClCCl,400.0,64.3,4.392696953,485.0,82.5,0.53,1.36,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,434.0,74.6,4.463892989,554.0,93.3,0.82,2.07,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccccc3N(C)C)sc12,ClCCl,406.0,65.8,4.247973266,537.0,105.6,0.17,1.23,deep4chem
COC(=O)c1cc(=O)n(Cc2ccccc2)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,436.0,78.4,4.338456494,563.0,93.8,0.98,1.86,deep4chem
CC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N(C)C)cc3)sc12,ClCCl,448.0,86.2,4.434568904,610.0,120.3,0.18,0.71,deep4chem
CCN(CC)c1ccc(-c2cc3c(s2)c(C(=O)OC)cc(=O)n3C)cc1,ClCCl,442.0,76.6,4.567026366,562.0,93.4,0.91,6.59,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3ccc(N4CCN(C)CC4)cc3)sc12,ClCCl,420.0,73.4,4.378397901,550.0,100.7,0.99,1.5,deep4chem
COC(=O)c1cc(=O)n(C)c2cc(-c3cc4c5c(c3)CCCN5CCC4)sc12,ClCCl,454.0,87.6,4.494154594,605.0,99.6,0.25,2.25,deep4chem
Cn1c(=O)cc(C(=O)c2ccccc2)c2sc(-c3ccc(OC(F)(F)F)cc3)cc21,ClCCl,400.0,83.9,3.995635195,518.0,88.8,0.85,4.77,deep4chem
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClC(Cl)Cl,335.0,59.2,4.770852012,388.0,58.0,0.76,0.78,deep4chem
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)c4ccc(C#Cc5ccc(C#Cc6ccc(OC)cc6)cc5)cc4)cc3)cc2)cc1,ClC(Cl)Cl,338.0,60.2,5.247973266,392.0,59.9,0.77,0.74,deep4chem
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(-c3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc2)cc1,Cc1ccccc1,374.0,59.8,4.92,424.0,52.5,0.87,1.0,deep4chem
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(C#Cc6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,Cc1ccccc1,381.0,75.9,5.04,433.0,56.4,0.82,0.8,deep4chem
CCCCCCCCN(CCCCCCCC)c1ccc(/C=C/c2ccc(C#Cc3ccc(-c4ccc(C#Cc5ccc(/C=C/c6ccc(N(CCCCCCCC)CCCCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,Cc1ccccc1,406.0,70.6,5.13,463.0,68.5,0.5,0.4,deep4chem
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(/C=C/c3ccc(-c4ccc(/C=C/c5ccc(C#Cc6ccc(N(CCCCCC)CCCCCC)cc6)cc5)cc4)cc3)cc2)cc1,Cc1ccccc1,400.0,71.6,5.22,452.0,60.1,0.8,0.5,deep4chem
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,Cc1ccccc1,387.0,70.1,5.11,433.0,47.5,0.82,0.7,deep4chem
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(/C=C/c4ccc(N(CCCCCCCC)CCCCCCCC)cc4)cc3)cc21,Cc1ccccc1,411.0,71.9,5.1,464.0,63.6,0.61,0.5,deep4chem
c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cc[n+]32)cc1,Cc1ccccc1,427.0,67.7,3.698970004,522.0,100.7,0.32,9.47,deep4chem
c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4nc[n+]32)cc1,Cc1ccccc1,451.0,72.0,3.707570176,543.0,98.6,0.25,9.59,deep4chem
c1ccc([B-]2(c3ccccc3)Oc3ccc4ccccc4c3-c3c4ccccc4cn[n+]32)cc1,Cc1ccccc1,436.0,72.0,3.531478917,555.0,109.8,0.15,9.32,deep4chem
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,511.0,75.5,3.799340549,623.0,129.3,0.17,6.31,deep4chem
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4nc[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,539.0,82.4,3.934498451,654.0,135.1,0.03,1.56,deep4chem
c1ccc(N2c3ccc4ccccc4c3-c3c4ccccc4cn[n+]3[B-]2(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,524.0,86.4,3.462397998,657.0,136.0,0.05,2.56,deep4chem
CN(C)c1ccc(C2=Nc3scc[n+]3[B-](F)(F)O2)cc1,C1CCOC1,402.0,48.7,4.743509765,454.0,49.1,0.99,2.22,deep4chem
Cc1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,C1CCOC1,405.0,50.9,4.741151599,453.0,48.7,0.99,2.24,deep4chem
CCOC(=O)c1csc2[n+]1[B-](F)(F)OC(c1ccc(N(C)C)cc1)=N2,C1CCOC1,404.0,46.3,4.783188691,459.0,49.9,0.56,2.1,deep4chem
CN(C)c1ccc(C2=Nc3scc(-c4ccccc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,406.0,51.5,4.758154622,456.0,49.7,0.75,2.06,deep4chem
CN(C)c1ccc(C2=Nc3scc(-c4ccc(N(C)C)cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,406.0,61.7,4.679427897,616.0,178.2,0.01,0.21,deep4chem
CN(C)c1ccc(C2=Nc3scc(-c4ccc(C#N)cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,411.0,50.2,4.730782276,462.0,51.5,0.23,1.69,deep4chem
CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,412.0,50.9,4.778874472,454.0,66.5,0.001,1.64,deep4chem
COc1ccc(N(c2ccc(OC)cc2)c2ccc3ccc4c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)ccc5ccc2c3c54)cc1,CCCCCC,463.0,71.8,4.267171728,534.0,65.5,1.0,6.2,deep4chem
Cc1cc(C)c(B(c2cc3c4c(c(B(c5c(C)cc(C)cc5C)c5c(C)cc(C)cc5C)cc5c4c2CCC5)CCC3)c2c(C)cc(C)cc2C)c(C)c1,CCCCCC,420.0,53.1,3.857332496,456.0,54.2,0.9,14.6,deep4chem
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2cccc(C#Cc3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)c2)cc1,ClCCl,345.0,54.6,4.685965544,416.0,67.2,0.88,3.62,deep4chem
CC1(C)OB(c2cc3ccc4cccc5ccc(c2)c3c45)OC1(C)C,Cc1ccccc1,385.0,20.7,3.278753601,386.0,6.7,0.72,82.0,deep4chem
BrCCCCCCCCCCCCOc1cc2ccc3cccc4ccc(c1)c2c34,Cc1ccccc1,384.0,21.2,3.579783597,384.0,6.0,0.59,60.0,deep4chem
COC(=O)c1ccc(-c2cc3ccc4cccc5ccc(c2)c3c45)cc1,Cc1ccccc1,364.0,22.3,3.041392685,406.0,40.3,0.43,74.0,deep4chem
Cc1cc(C)c(B(c2ccc(-c3cc4ccc5cccc6ccc(c3)c4c56)cc2)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,378.0,29.6,3.431363764,414.0,44.6,0.47,65.0,deep4chem
O=C(O)CCCc1ccc2ccc3cccc4ccc1c2c34,CO,375.0,25.6,3.230448921,375.0,5.9,0.68,460.0,deep4chem
C(#Cc1ccc2ccc3cccc4ccc1c2c34)c1ccccc1,Cc1ccccc1,362.0,48.7,4.770852012,391.0,32.1,0.61,3.0,deep4chem
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2ccc3ccc4cccc5ccc2c3c45)c(C)c1,Cc1ccccc1,399.0,44.3,4.73239376,423.0,43.8,0.71,3.0,deep4chem
COc1cc2c(cc1-c1ccncc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccncc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,407.0,80.4,4.38,456.0,61.5,0.42,2.24,deep4chem
COc1cc2c(cc1-c1ccc(C(F)(F)F)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(C(F)(F)F)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,404.0,80.1,4.43,458.0,58.3,0.45,2.43,deep4chem
COc1cc2c(cc1-c1ccc(C#N)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(C#N)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,409.0,80.8,4.53,460.0,57.0,0.51,2.1,deep4chem
COc1cc2c(cc1-c1ccc(C=O)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(C=O)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,414.0,84.5,4.57,462.0,56.2,0.52,1.83,deep4chem
COc1cc2c(cc1-c1ccc(Cl)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(Cl)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,406.0,83.8,4.46,466.0,60.3,0.52,3.05,deep4chem
COc1cc2c(cc1-c1ccc(F)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(F)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,405.0,84.9,4.47,468.0,61.3,0.52,3.77,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,405.0,83.9,4.41,469.0,62.3,0.53,3.87,deep4chem
COc1cc2c(cc1-c1ccc(C)cc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccc(C)cc2)cc1C4)C(=O)N(CCC(C)C)C3=O,C1CCOC1,411.0,86.3,4.47,476.0,63.3,0.67,3.92,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,Cc1ccccc1,405.0,82.9,4.38,460.0,58.3,0.48,2.55,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,ClCCl,411.0,85.3,4.36,489.0,69.4,0.63,5.64,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,CCOC(C)=O,405.0,83.0,4.4,468.0,63.4,0.61,3.99,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,ClC(Cl)Cl,414.0,87.9,4.34,492.0,68.7,0.64,5.95,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,CC(C)=O,407.0,83.9,4.43,486.0,70.4,0.38,5.36,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,CC#N,406.0,84.4,4.38,497.0,76.6,0.46,6.33,deep4chem
COc1cc2c(cc1-c1ccccc1)Cc1c3c(c4c(c1-2)-c1cc(OC)c(-c2ccccc2)cc1C4)C(=O)N(CCC(C)C)C3=O,CS(C)=O,413.0,89.0,4.36,503.0,75.8,0.47,6.41,deep4chem
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,CC#N,310.0,59.8,3.612783857,470.0,88.5,0.001,2.68,deep4chem
N#Cc1ccc(C#Cc2ccc(C#Cc3ccccc3C#N)cc2C#N)cc1,ClC(Cl)Cl,340.0,70.9,4.74,370.0,37.4,0.783,1.83,deep4chem
N#Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,357.0,68.6,4.94,392.0,32.8,0.858,1.14,deep4chem
CSc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,375.0,82.7,4.89,455.0,78.3,0.972,1.29,deep4chem
Cc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,360.0,70.5,4.91,403.0,53.8,0.96,1.23,deep4chem
COc1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,371.0,77.6,4.87,434.0,73.6,0.982,1.36,deep4chem
CN(C)c1ccc(C#Cc2ccc(C#Cc3ccc(C#Cc4ccccc4C#N)cc3C#N)cc2C#N)cc1,ClC(Cl)Cl,425.0,86.5,4.75,555.0,100.5,0.999,1.78,deep4chem
COc1ccc(/C=C/C2=[O+][B-](F)(F)OC(/C=C/c3ccc(OC)cc3)=C2c2ccccc2)cc1,ClCCl,505.0,77.6,4.89337333,554.0,77.1,0.41,1.35,deep4chem
COc1ccc2cc(/C=C/C3=[O+][B-](F)(F)OC(/C=C/c4ccc5cc(OC)ccc5c4)=C3c3ccccc3)ccc2c1,ClCCl,526.0,96.0,4.858055718,600.0,88.5,0.51,1.86,deep4chem
Cn1c2ccccc2c2cc(/C=C/C3=[O+][B-](F)(F)OC(/C=C/c4ccc5c(c4)c4ccccc4n5C)=C3c3ccccc3)ccc21,ClCCl,565.0,85.6,4.843045811,636.0,81.6,0.6,2.15,deep4chem
O=c1c2ccccc2[nH]c2ccccc12,CS(C)=O,398.0,36.1,3.995635195,408.0,38.7,0.75,9.1,deep4chem
Cn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,403.0,36.4,4.020775488,417.0,43.9,0.65,8.85,deep4chem
CCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,403.0,35.8,4.052693942,414.0,38.7,0.68,8.1,deep4chem
CCCCCCCCn1c2ccccc2c(=O)c2ccccc21,CS(C)=O,404.0,35.0,4.067442843,414.0,41.4,0.66,7.96,deep4chem
O=c1c2cc(S(=O)(=O)Cl)ccc2[nH]c2ccc(S(=O)(=O)Cl)cc12,CS(C)=O,399.0,41.3,3.859738566,417.0,45.1,0.7,10.78,deep4chem
Cn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,CS(C)=O,406.0,40.5,3.939019776,424.0,46.1,0.7,10.59,deep4chem
CCCCCn1c2ccc(S(=O)(=O)Cl)cc2c(=O)c2cc(S(=O)(=O)Cl)ccc21,CS(C)=O,406.0,37.9,3.925312091,422.0,44.4,0.76,10.08,deep4chem
O=c1c2cc(S(=O)(=O)O)ccc2[nH]c2ccc(S(=O)(=O)O)cc12,CS(C)=O,399.0,41.3,3.77815125,417.0,44.9,0.66,10.95,deep4chem
Cn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,CS(C)=O,405.0,39.4,3.874481818,424.0,46.1,0.64,10.64,deep4chem
CCCCCn1c2ccc(S(=O)(=O)O)cc2c(=O)c2cc(S(=O)(=O)O)ccc21,CS(C)=O,406.0,37.9,3.86923172,421.0,43.9,0.7,10.17,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,ClCCl,414.0,76.5,4.49,533.0,102.6,0.85,4.7,deep4chem
CCOC(=O)c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,353.0,60.2,4.12,425.0,85.1,0.82,5.1,deep4chem
COc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,365.0,61.3,4.09,454.0,84.4,0.82,6.4,deep4chem
O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2ccccc21,ClCCl,415.0,71.0,4.29,544.0,112.8,0.81,6.0,deep4chem
c1ccc(-p2c3ccccc3c3sc4ccccc4c32)cc1,ClCCl,317.0,54.9,4.45,421.0,142.6,0.24,3.57,deep4chem
O=S1(=O)c2ccccc2-c2c1c1ccccc1p2-c1ccccc1,ClCCl,357.0,68.4,4.21,453.0,129.9,0.14,11.278,deep4chem
O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,386.0,61.3,3.73,466.0,121.4,0.98,12.9,deep4chem
C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,395.0,69.6,4.33,483.0,128.5,0.99,12.763,deep4chem
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,ClC(Cl)Cl,602.0,46.2,4.888740961,636.0,52.4,0.51,4.16,deep4chem
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,CCO,591.0,56.4,4.850033258,637.0,59.4,0.21,2.29,deep4chem
CCN(CC)c1ccc2c(c1)oc(=O)c1c(-c3ccccc3C(=O)O)c3ccc(=[N+](CC)CC)cc-3oc12,O,594.0,65.0,4.428134794,646.0,71.8,0.01,0.31,deep4chem
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,ClC(Cl)Cl,610.0,49.0,4.88422877,647.0,53.1,0.27,3.79,deep4chem
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4cc5c(cc4c3oc-2c1)CCCN5C,CCO,598.0,58.5,4.811575006,651.0,67.1,0.05,0.98,deep4chem
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,ClC(Cl)Cl,623.0,57.7,4.875061263,664.0,56.4,0.09,2.87,deep4chem
CC[N+](CC)=c1ccc2c(-c3ccccc3C(=O)O)c3c(=O)oc4c5c6c(cc4c3oc-2c1)CCCN6CCC5,CCO,612.0,65.0,4.840106094,674.0,79.2,0.01,0.47,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,ClC(Cl)Cl,601.0,43.1,4.995635195,640.0,53.2,0.49,4.31,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,CCO,595.0,58.5,4.806179974,642.0,61.4,0.2,2.12,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc(N(CC)CC)ccc12,O,596.0,65.7,4.854913022,652.0,70.1,0.01,0.27,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,ClC(Cl)Cl,608.0,45.2,5.033423755,647.0,53.2,0.33,4.07,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1cc3c(cc12)CCCN3C,CCO,602.0,56.3,4.890979597,658.0,67.3,0.04,0.86,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,ClC(Cl)Cl,625.0,52.5,5.032618761,669.0,54.7,0.11,3.44,deep4chem
CCOC(=O)c1ccccc1-c1c2ccc(=[N+](CC)CC)cc-2oc2c1c(=O)oc1c3c4c(cc12)CCCN4CCC3,CCO,616.0,65.1,4.942504106,681.0,78.2,0.01,0.43,deep4chem
Cn1cc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c2ccccc21,CC#N,440.0,76.5,4.238046103,556.9662921,100.7,0.43,6.75,deep4chem
Cn1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)c1,CC#N,445.0,75.3,4.311753861,579.0754258,105.8,0.33,5.96,deep4chem
COc1ccc(-c2nc3ccccc3nc2/C=C/N2CCCC2)s1,CC#N,456.0,74.5,4.184691431,583.9416058,121.0,0.21,5.78,deep4chem
O=Cc1ccc(-c2cccs2)s1,CC#N,350.0,55.1,4.339451441,425.0,64.5,0.023,0.9,deep4chem
CCOC(=O)c1c(N)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,400.0,73.2,4.278753601,480.0,63.7,0.0029,14.0,deep4chem
CCOC(=O)c1c(N)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,466.0,129.3,4.40654018,541.0,38.2,0.0006,6.2,deep4chem
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2cccs2)c1C(=O)OCC,CC#N,440.0,101.2,4.436162647,534.0,172.3,0.0028,13.2,deep4chem
CCOC(=O)c1c(/N=C/c2ccc(-c3cccs3)s2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,492.0,120.6,4.501059262,592.0,64.0,0.0042,5.8,deep4chem
CCOC(=O)c1c(/N=C/c2cccs2)sc(/N=C/c2ccc(-c3cccs3)s2)c1C(=O)OCC,CC#N,470.0,123.8,4.481442629,581.0,33.6,0.0038,7.2,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,Cc1ccccc1,461.0,47.5,4.381692552,566.0,107.7,0.007,7.98,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,C1CCOC1,463.0,49.0,4.407067826,568.0,83.5,0.008,7.35,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,CCOC(C)=O,458.0,50.8,4.421044248,549.0,77.0,0.009,6.74,deep4chem
COc1cc2c(cc1/C=C/C(=C(C#N)C#N)c1ccccc1)c1ccccc1n2C,ClCCl,466.0,51.8,4.473618333,560.0,83.2,0.022,6.44,deep4chem
