Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),abs FWHM (cm-1),emi FWHM (cm-1),abs FWHM (nm),emi FWHM (nm),Molecular weight (g mol-1),Reference
10662,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,ClCCl,642,656,NaN,0.22,NaN,731,979,NaN,NaN,661.39474,https://doi.org/10.1016/j.dyepig.2018.01.043
10663,N#CSC1=CC2=C(c3c(Cl)cccc3Cl)c3cc(SC#N)c(NCc4ccccc4)n3[B-](F)(F)[N+]2=C1NCc1ccccc1,CCCCCC,644,655,NaN,0.19,NaN,575,930,NaN,NaN,661.39474,https://doi.org/10.1016/j.dyepig.2018.01.043
10664,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CO,525,548,NaN,0.59,NaN,1740,1258,NaN,NaN,397.27544,https://doi.org/10.1016/j.dyepig.2018.01.043
10665,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CC#N,524,546,NaN,0.65,NaN,1865,1247,NaN,NaN,397.27544,https://doi.org/10.1016/j.dyepig.2018.01.043
10666,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCOC(C)=O,527,549,NaN,0.59,NaN,1218,1255,NaN,NaN,397.27544,https://doi.org/10.1016/j.dyepig.2018.01.043
10667,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,ClCCl,531,551,NaN,0.61,NaN,1207,1146,NaN,NaN,397.27544,https://doi.org/10.1016/j.dyepig.2018.01.043
10668,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C=CC1=C2C,CCCCCC,534,554,NaN,0.73,NaN,707,1221,NaN,NaN,397.27544,https://doi.org/10.1016/j.dyepig.2018.01.043
10669,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CO,562,583,NaN,0.85,NaN,1037,1089,NaN,NaN,454.3515,https://doi.org/10.1016/j.dyepig.2018.01.043
10670,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CC#N,562,582,NaN,0.83,NaN,1139,1102,NaN,NaN,454.3515,https://doi.org/10.1016/j.dyepig.2018.01.043
10671,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCOC(C)=O,565,586,NaN,0.9,NaN,1094,1095,NaN,NaN,454.3515,https://doi.org/10.1016/j.dyepig.2018.01.043
10672,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,ClCCl,568,586,NaN,0.93,NaN,946,996,NaN,NaN,454.3515,https://doi.org/10.1016/j.dyepig.2018.01.043
10673,CCc1c(C)c2n(c1C)[B-](F)(F)[N+]1=C(NCc3ccc(OC)cc3)C(SC#N)=CC1=C2C,CCCCCC,572,589,NaN,0.91,NaN,827,940,NaN,NaN,454.3515,https://doi.org/10.1016/j.dyepig.2018.01.043
10674,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,388,517,NaN,0.16,4.389,NaN,NaN,NaN,80.8,581.73814,https://doi.org/10.1016/j.saa.2013.07.073
10675,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389,519,NaN,0.18,4.405,NaN,NaN,NaN,83.8,595.76502,https://doi.org/10.1016/j.saa.2013.07.073
10676,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389,519,NaN,0.15,4.265,NaN,NaN,NaN,83.1,616.1832,https://doi.org/10.1016/j.saa.2013.07.073
10677,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,389,515,NaN,0.16,4.2,NaN,NaN,NaN,80.4,631.79802,https://doi.org/10.1016/j.saa.2013.07.073
10678,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,400,519,NaN,0.35,4.424,NaN,NaN,NaN,81.1,581.73814,https://doi.org/10.1016/j.saa.2013.07.073
10679,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,402,521,NaN,0.36,4.799,NaN,NaN,NaN,83.6,595.76502,https://doi.org/10.1016/j.saa.2013.07.073
10680,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,402,517,NaN,0.33,4.522,NaN,NaN,NaN,80.4,616.1832,https://doi.org/10.1016/j.saa.2013.07.073
10681,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,ClCCl,403,521,NaN,0.38,4.214,NaN,NaN,NaN,80.8,611.76402,https://doi.org/10.1016/j.saa.2013.07.073
10682,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,413,517,NaN,NaN,NaN,NaN,NaN,NaN,91.4,581.73814,https://doi.org/10.1016/j.saa.2013.07.073
10683,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,420,520,NaN,NaN,NaN,NaN,NaN,NaN,87.4,595.76502,https://doi.org/10.1016/j.saa.2013.07.073
10684,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,410,517,NaN,NaN,NaN,NaN,NaN,NaN,94.8,616.1832,https://doi.org/10.1016/j.saa.2013.07.073
10685,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,418,516,NaN,NaN,NaN,NaN,NaN,NaN,91.8,631.79802,https://doi.org/10.1016/j.saa.2013.07.073
10686,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,425,525,NaN,NaN,NaN,NaN,NaN,NaN,NaN,581.73814,https://doi.org/10.1016/j.saa.2013.07.073
10687,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(C)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,433,527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,595.76502,https://doi.org/10.1016/j.saa.2013.07.073
10688,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(Cl)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,430,523,NaN,NaN,NaN,NaN,NaN,NaN,NaN,616.1832,https://doi.org/10.1016/j.saa.2013.07.073
10689,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccc(OC)cc6)n(-c6ccccc6)n5)s4)ccc(c23)C1=O,436,534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,611.76402,https://doi.org/10.1016/j.saa.2013.07.073
10690,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCC,318,403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10691,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCC,320,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10692,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1CCCCC1,322,402,NaN,NaN,NaN,NaN,NaN,NaN,113.8,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10693,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1COCCO1,325,406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10694,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,c1ccccc1,328,414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10695,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,Cc1ccccc1,324,412,NaN,NaN,NaN,NaN,NaN,NaN,70.8,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10696,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,Cc1ccccc1C,327,403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10697,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCOCC,327,404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10698,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,ClC(Cl)Cl,328,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10699,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCOC(C)=O,321,420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10700,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCOC(C)=O,326,404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10701,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,C1CCOC1,327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10702,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,ClCCl,325,407,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10703,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCCCO,329,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10704,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCCO,325,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10705,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCCCO,321,400,NaN,NaN,NaN,NaN,NaN,NaN,65.3,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10706,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCCO,331,416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10707,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC(C)CO,323,387,NaN,NaN,NaN,NaN,NaN,NaN,74.5,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10708,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC(C)O,324,406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10709,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC(C)=O,NaN,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10710,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCCO,328,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10711,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CCO,327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10712,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,N#Cc1ccccc1,344,385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10713,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CO,328,380,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10714,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CN(C)C=O,329,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10715,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CC#N,328,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10716,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,OCCO,328,418,NaN,NaN,NaN,NaN,NaN,NaN,81.6,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10717,Oc1cccc(/N=C/c2ccccc2Oc2ccccc2)c1,CS(C)=O,329,396,NaN,NaN,NaN,NaN,NaN,NaN,93.4,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10718,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCC,341,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10719,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCC,346,428,NaN,NaN,NaN,NaN,NaN,NaN,98,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10720,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1CCCCC1,348,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10721,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1COCCO1,341,414,NaN,NaN,NaN,NaN,NaN,NaN,67.7,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10722,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,c1ccccc1,345,414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10723,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,Cc1ccccc1,342,410,NaN,NaN,NaN,NaN,NaN,NaN,101.8,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10724,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,Cc1ccccc1C,382,414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10725,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOCC,345,427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10726,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,ClC(Cl)Cl,343,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10727,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCOC(C)=O,340,412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10728,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCOC(C)=O,346,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10729,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,C1CCOC1,347,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10730,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,ClCCl,340,414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10731,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCCCO,346,420,NaN,NaN,NaN,NaN,NaN,NaN,82.4,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10732,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCCO,348,413,NaN,NaN,NaN,NaN,NaN,NaN,99.1,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10733,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCCCO,346,413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10734,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCCO,346,419,NaN,NaN,NaN,NaN,NaN,NaN,95.3,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10735,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)CO,344,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10736,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)O,344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10737,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC(C)=O,342,423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10738,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCCO,345,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10739,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CCO,NaN,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10740,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,N#Cc1ccccc1,341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10741,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CO,342,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10742,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CN(C)C=O,345,423,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10743,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CC#N,350,424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10744,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,OCCO,NaN,405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10745,Oc1ccc(/N=C/c2ccccc2Oc2ccccc2)cc1,CS(C)=O,348,418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10746,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCC,355,425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10747,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCC,367,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10748,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCCCC1,353,413,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10749,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1COCCO1,367,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10750,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,c1ccccc1,366,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10751,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,Cc1ccccc1,381,411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10752,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,Cc1ccccc1C,359,412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10753,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCOCC,363,420,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10754,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClC(Cl)Cl,356,410,NaN,NaN,NaN,NaN,NaN,NaN,74.6,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10755,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCOC(C)=O,NaN,400,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10756,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCOC(C)=O,367,409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10757,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,C1CCOC1,355,412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10758,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,ClCCl,356,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10759,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCCO,355,414,NaN,NaN,NaN,NaN,NaN,NaN,68.6,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10760,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCCO,354,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10761,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCCCO,355,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10762,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCCO,353,395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10763,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)CO,352,409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10764,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)O,352,406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10765,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC(C)=O,366,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10766,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCCO,351,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10767,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CCO,350,408,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10768,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,N#Cc1ccccc1,357,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10769,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CO,348,414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10770,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CN(C)C=O,349,418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10771,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CC#N,349,410,NaN,NaN,NaN,NaN,NaN,NaN,60,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10772,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,OCCO,349,415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10773,Oc1ccccc1/N=C/c1ccccc1Oc1ccccc1,CS(C)=O,373,410,NaN,NaN,NaN,NaN,NaN,NaN,NaN,289.3331,https://doi.org/10.1016/j.molliq.2017.07.070
10774,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,CCCCCCC,319,391,0.16,0.002,3.950997334,NaN,NaN,58.3,NaN,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10775,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1CCCCC1,321,378,0.16,0.004,3.941759814,NaN,NaN,NaN,NaN,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10776,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1COCCO1,319,386,0.17,0.004,3.96890303,NaN,NaN,57.7,87.6,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
10777,N#C[Se]CCCCCOc1ccc2ccc(=O)oc2c1,C1CCOC1,322,391,1.17,0.006,3.994449137,NaN,NaN,NaN,102.8,336.2481,https://doi.org/10.1016/j.jlumin.2011.11.017
