smiles,solvent,emi_peakwavs_max,emi_bandwidth
Cc1ccc(-n2c3ccccc3c3cc(-c4ccc5[n+](c4)[B-](F)(F)n4c-5nc5c6ccccc6c6ccccc6c54)ccc32)cc1,ClC(Cl)Cl,529.0,64.1
O=P1(c2ccccc2)C(c2ccccc2)=Cc2ccccc21,ClCCl,423.0,74.4
CCOC(=O)c1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,425.0,85.1
N#Cc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,426.0,79.6
COc1ccc(C2=Cc3ccccc3P2(=O)c2ccccc2)cc1,ClCCl,454.0,84.4
CN1C(=O)/C(=C/c2ccncc2)N=C1/C=C/c1ccncc1,CCOC(C)=O,535.0,126.6
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,Cc1ccccc1,390.0,35.8
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1COCCO1,389.0,43.3
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCN(CC)CC,388.0,33.5
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClC=C(Cl)Cl,392.0,37.4
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCCCOCCCC,389.0,33.1
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCOCC,388.0,34.9
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCOC(C)=O,390.0,43.9
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1CCOC1,390.0,43.5
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,ClCCl,392.0,46.4
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CN(C)C=O,391.0,48.9
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC#N,389.0,47.8
CC(C)(C)c1ccc(-c2nc3c4ccccc4c4ccccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CCCCCC,385.0,30.8
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,C1CCCCC1,364.0,32.7
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,C1COCCO1,374.0,51.5
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClC(Cl)Cl,388.0,58.0
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,ClCCl,402.0,67.1
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,CS(C)=O,434.0,93.6
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,CCO,412.0,79.6
COc1ccc(C#Cc2ccc(C#Cc3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)cc2)cc1,CC#N,422.0,86.4
O=Cc1ccc(-c2cccs2)s1,CC#N,425.0,64.5
C(=C/c1ccc(-c2nnc(-c3ccccc3)o2)cc1)\c1ccc(-c2nnc(-c3ccccc3)o2)cc1,CN(C)C=O,415.0,59.5
COc1c2ccccc2c(OC)c2c1c1cccc(OC)c1n2C,C1CCCCC1,418.0,39.1
COc1ccc2c3c(OC)c4ccccc4c(OC)c3n(C)c2c1,C1CCCCC1,402.0,39.3
COc1ccc2c(c1)c1c(OC)c3ccccc3c(OC)c1n2C,C1CCCCC1,431.0,40.5
COc1c2ccccc2c(OC)c2c1c1c(C)ccc(OC)c1n2C,C1CCCCC1,427.0,39.5
COc1c2ccccc2c(OC)c2c1c1cc(Cl)ccc1n2C,C1CCCCC1,421.0,41.2
COc1c2ccccc2c(OC)c2c1c1ccc(C(F)(F)F)cc1n2C,C1CCCCC1,426.0,41.8
COc1c2ccccc2c(OC)c2c1c1ccc(F)cc1n2C,C1CCCCC1,404.0,37.8
COc1c2ccccc2c(OC)c2c1c1cc(F)ccc1n2C,C1CCCCC1,425.0,39.9
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,C1CCCCC1,413.0,41.1
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,ClCCl,422.0,42.3
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CC#N,423.0,44.7
COc1c2ccccc2c(OC)c2c1c1ccccc1n2C,CO,420.0,43.5
COc1c2ccccc2c(OC)c2c1c1ccc(C)cc1n2C,C1CCCCC1,411.0,38.2
COc1c2ccccc2c(OC)c2c1c1cc(C)ccc1n2C,C1CCCCC1,421.0,39.7
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6cccc7ccccc67)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,515.0,80.4
CC[B-]1(CC)c2cccc3c4c5c(cccc5c(c23)-c2cccc(C)[n+]21)[B-](CC)(CC)[n+]1c(C)cccc1-4,ClCCl,620.0,97.7
c1cc2ccc3ccc4cc3c2cc1c1ccc2c(c1)c1cc(ccc1[C@]13OCCO[C@]21OCCO3)c1ccc2c(c1)c1cc4ccc1[C@]13OCCO[C@]21OCCO3,Cc1ccccc1,388.0,53.2
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,ClCCl,532.0,88.2
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,CC#N,556.0,93.7
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,CCCCCC,411.0,38.0
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,Cc1ccccc1,441.0,59.3
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,CCOC(C)=O,502.0,93.4
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CO,701.0,85.1
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,Cc1ccccc1,637.0,52.0
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CC#N,596.0,57.9
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,ClCCl,580.0,69.3
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,570.0,79.4
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CN(C)C=O,605.0,56.9
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CS(C)=O,613.0,56.3
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,576.0,68.1
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCO,594.0,67.4
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CO,598.0,62.7
CCN(CC)c1ccc2cc(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,Cc1ccccc1,567.0,80.7
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CC#N,679.0,75.9
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,ClCCl,666.0,56.2
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,C1COCCO1,647.0,59.6
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCOC(C)=O,664.0,63.2
CCN(CC)c1ccc2c(C#N)c(/C=C(\C#N)c3nc4ccccc4s3)c(=O)oc2c1,CCO,692.0,82.4
CCN(CC)c1ccc2cc(/C=C3\CCCc4c3[o+]c3cc(N(CC)CC)ccc3c4-c3ccccc3C(=O)O)c(=O)oc2c1,ClCCl,797.0,104.9
O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,Cc1ccccc1,559.0,109.1
O=P1(c2ccccc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2-c2cc(N3c4ccccc4Sc4ccccc43)ccc21,c1ccc2c(c1)c1ccccc1n2-c1ccc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)cc1,555.0,104.5
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,Cc1ccccc1,509.0,86.2
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,ClCCl,505.0,95.1
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,C1CCOC1,497.0,84.1
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,ClC(Cl)Cl,505.0,94.4
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCOC(C)=O,501.0,88.6
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC(C)=O,507.0,82.7
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CO,525.0,105.7
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCO,503.0,96.8
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC#N,505.0,99.2
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CN(C)C=O,538.0,63.8
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CC#N,562.0,85.4
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,ClCCl,532.0,79.8
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CS(C)=O,447.0,60.3
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CCOC(C)=O,426.0,58.5
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,Cc1ccccc1,415.0,53.3
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,C1CCOC1,425.0,54.6
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CC(C)O,447.0,66.8
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,CN(C)C=O,442.0,60.7
CN(C)c1ccc2cc3c(cc2c1)OCCN=C3,O,559.0,86.7
O=[N+]([O-])c1ccc(C#Cc2ccc3ccccc3c2)cc1,ClCCl,546.0,139.2
COc1ccc2cc(C#Cc3ccc([N+](=O)[O-])cc3)ccc2c1,ClCCl,635.0,172.3
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,445.0,77.0
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,Cc1ccccc1,438.0,59.9
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,CCOC(C)=O,446.0,76.8
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,ClCCl,450.0,68.8
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,CN(C)C=O,469.0,82.2
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,C1CCCCC1,411.0,47.1
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,ClCCl,420.0,59.4
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,CO,414.0,62.8
C(C#Cc1ccc2ccc3cccc4ccc1c2c34)#Cc1cccc2ccccc12,CC#N,420.0,72.7
O=S1(=O)C2=C(c3ccccc31)C1(C3=C(c4ccccc41)S(=O)(=O)c1ccccc13)c1ccccc12,ClCCl,444.0,71.5
c1ccc2cc(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)ccc2c1,ClCCl,427.0,54.0
CCCCCCCCCCCCOc1ccc(C#CC(C#Cc2ccc(OCCCCCCCCCCCC)cc2)=Cc2ccc(C=C(C#Cc3ccc(OCCCCCCCCCCCC)cc3)C#Cc3ccc(OCCCCCCCCCCCC)cc3)cc2)cc1,CCOC(C)=O,485.0,60.7
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,ClC(Cl)Cl,475.0,60.0
C(#Cc1ccccc1)C(C#Cc1ccccc1)=Cc1ccc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)cc1,ClC(Cl)Cl,475.0,60.6
COc1cc(C=C(C#Cc2ccccc2)C#Cc2ccccc2)c(OC)cc1C=C(C#Cc1ccccc1)C#Cc1ccccc1,ClC(Cl)Cl,522.0,61.1
O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2cc(-n3c4ccccc4c4cc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)ccc43)ccc21,CC(C)=O,382.0,91.0
O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2cc(-n3c4ccccc4c4cc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)ccc43)ccc21,Cc1ccccc1,376.0,80.0
O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2cc(-n3c4ccccc4c4cc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)ccc43)ccc21,C1CCOC1,378.0,83.0
O=P(c1ccccc1)(c1ccccc1)n1c2ccccc2c2cc(-n3c4ccccc4c4cc(-n5c6ccccc6c6cc(-n7c8ccccc8c8ccccc87)ccc65)ccc43)ccc21,ClCCl,383.0,94.0
CC(=O)c1ccn2c3c(c(-c4cc[n+](C)cc4)c2c1)CN(C)C3=O,O,501.0,72.9
[O-][n+]1c(/C=C/c2cc3cccc4c5cccc6cccc(c(c2)c34)c65)nc(N2CCOCC2)c2c1CCCC2,ClCCl,575.0,77.8
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,ClC(Cl)Cl,469.0,62.8
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CCOC(C)=O,470.0,66.7
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,C1CCOC1,472.0,68.9
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CO,452.0,61.6
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CN(C)C=O,464.0,61.6
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CC#N,460.0,64.7
N#Cc1c(-c2cccs2)cc(-c2cccs2)[nH]c1=O,CS(C)=O,468.0,60.1
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CCCCCC,460.4,50.3
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,Cc1ccccc1,483.7,59.1
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,C1COCCO1,489.2,68.0
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CCOC(C)=O,523.5,93.1
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,ClCCl,532.8,87.1
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CC(C)=O,569.6,109.9
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CCCCCCO,528.2,99.0
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CCO,540.0,108.1
CN(C)c1ccc(C#Cc2ccc3ccc4c(C#Cc5ccc(N(C)C)cc5)ccc5ccc2c3c54)cc1,CO,554.0,109.2
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CC#N,334.0,53.0
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CO,338.0,58.6
COC(=O)C[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(=O)N[C@@H](CC1=CCc2ccccc21)C(=O)OC)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)OC(C)(C)C,CCOC(C)=O,330.0,50.8
CCCCC(CC)CN1C(=O)C2=C(c3ccc(-c4ccc(C5=C6C(C)=CC(C)=[N+]6[B-](F)(F)n6c(C)cc(C)c65)cc4)s3)N(CC(CC)CCCC)C(=O)C2=C1c1ccc(-c2ccc(C3=C4C(C)=CC(C)=[N+]4[B-](F)(F)n4c(C)cc(C)c43)cc2)s1,Cc1ccccc1,637.0,35.5
Cc1cc(=O)oc2ccc3ccc(-c4cn(Cc5ccccc5)nn4)cc3c12,CCO,420.0,72.0
CC(C)(C)c1ccc(-n2c(-c3ccc(-c4cc(-c5ccccc5)c5c6ccccc6c6ccccc6c5c4-c4ccccc4)cc3)nc3c4ccccc4c4ccccc4c32)cc1,C1CCOC1,432.0,67.4
Cc1cc(C)c(C2=C3C=CC=[N+]3[B-]3(c4ccc5ccc6cccc7ccc4c5c67)Oc4cc(O)cc5c6ccc(C)cc6c6cc2n3c6c45)c(C)c1,ClC(Cl)Cl,670.0,41.1
Clc1cnc2nn3ccccc3c2c1,C1CCOC1,410.0,41.8
CN(C)c1ccc(-c2ccc(-c3cc(-c4ccccc4)c(-c4ccccc4)c(-c4ccccc4)c3-c3ccccc3)cc2)cc1,ClC(Cl)Cl,373.0,59.8
COc1cc(-c2cc(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c2-c2ccccc2)c(OC)cc1-c1ccc(N(C)C)cc1,ClC(Cl)Cl,396.0,54.7
CCCCn1c2ccc(-c3ccc4c(c3)c3c5c(ccc6ccccc65)ccc3n4CCCC)cc2c2c3c(ccc4ccccc43)ccc21,ClCCl,437.0,59.1
Fc1c(F)c(-n2c3ccccc3c3ccccc32)c(F)c(-n2c3ccccc3c3ccccc32)c1-c1nnc(-c2ccccc2)o1,Cc1ccccc1,449.0,83.2
CN(C)c1ccc(C#Cc2ncnc3ccccc23)cc1,ClCCl,560.0,69.5
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,C1CCOC1,550.0,95.4
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,CN(C)C=O,594.0,109.0
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,ClCCl,533.0,97.8
N#CC(C#N)=Cc1ccc2c(c1)[nH]c1c3ccccc3ccc21,Cc1ccccc1,517.0,80.7
c1ccc2c(c1)c1ccccc1n2-c1cc(-c2nc3ccccn3n2)cc(-n2c3ccccc3c3ccccc32)c1,Cc1ccccc1,373.0,54.2
C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1CCOC1,345.0,55.0
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(-c4ccccc4)c(/C=C/c4ccc(N(C)C)cc4)nc3c2)cc1,C1COCCO1,540.0,83.9
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(-c4ccccc4)c(/C=C/c4ccc(N(C)C)cc4)nc3c2)cc1,ClCCl,627.0,121.1
CCCCN(CCCC)c1ccc(/C=C/c2ccc3nc(-c4ccccc4)c(/C=C/c4ccc(N(C)C)cc4)nc3c2)cc1,CC#N,650.0,175.9
CCCCCCCCCCCCN1C(=O)c2c(c3ccc4cc(-c5ccc(-c6ccccc6)cc5)c(OC)cc4c3c3c2ccc2cc(-c4ccc(-c5ccccc5)cc4)c(OC)cc23)C1=O,ClCCl,527.0,64.7
N#Cc1ccc2c(c1)C1(c3cc(C#N)ccc3-2)c2ccccc2N(c2ccccc2)c2ccccc21,Cc1ccccc1,492.1768707,77.4
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,C1CCOC1,422.0,117.2
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,Cc1ccccc1,489.0,109.7
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,ClC(Cl)Cl,515.0,112.6
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,c1cc(-n2c3ccccc3c3ccccc32)cc(-n2c3ccccc3c3ccccc32)c1,505.1246537,115.1
CC1(C)c2ccccc2N(c2cccc(S(=O)(=O)c3cccc(N4c5ccccc5C(C)(C)c5ccccc54)c3)c2)c2ccccc21,CCCCC(CC)n1c2ccc(-n3c4ccccc4c4ccccc43)cc2c2cc(-n3c4ccccc4c4ccccc43)ccc21,509.2797784,116.8
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCCCCO,446.0004906,70.0
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,NC=O,491.4995159,106.8
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CC(C)CC(C)(C)C,419.0008506,50.6
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CCOC(C)=O,425.9996081,56.2
CCCCc1c2ccccc2c(-c2ccc(-c3nc4cc(CC(NC(=O)OC(C)(C)C)C(=O)OC)ccc4o3)cc2)c2ccccc12,CS(C)=O,454.5000045,75.7
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,CCCCCC,384.0,53.2
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,Cc1ccccc1,420.0,61.7
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,ClCCl,424.7826087,68.8
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,CS(C)=O,436.0,73.0
c1ccc(-n2c(-c3cccc4ccccc34)nc3c4cccc5ccc6cccc(c6c54)c32)cc1,C1CCOC1,422.4582498,72.9
COc1ccc(-c2c3cc4ccccc4cc3c(C#Cc3ccccc3)c3cc4cc(C)sc4cc23)cc1,ClCCl,620.0,97.0
c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,CC#N,387.0,64.1
COc1cc(-c2ncc(-c3ccncc3)o2)cc(OC)c1OC,ClCCl,417.0,95.3
COc1ccc(C#Cc2c3cc4cc(C)sc4cc3c(C#Cc3ccc(OC)cc3)c3cc4cc(C)sc4cc23)cc1,ClCCl,590.0,28.2
[O-][n+]1c(/C=C/c2ccccc2)nc(Nc2ccccc2)c2c1CCCC2,ClCCl,508.0,77.8
COc1ccc(Nc2nc(/C=C/c3ccccc3)[n+]([O-])c3c2CCCC3)cc1,ClCCl,520.0,76.1
O=C1c2ccccc2-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c3cccc1c23,CO,521.0,81.5
O=C1c2ccccc2-c2c(-c3ccccc3)c(-c3ccccc3)c(-c3ccccc3)c3cccc1c23,CC#N,498.0,79.5
COc1ccc(-c2c(-c3ccc(OC)cc3)c3c4c(cccc4c2-c2ccccc2)C(=O)c2ccccc2-3)cc1,CO,579.0,134.9
COc1ccc(-c2c(-c3ccc(OC)cc3)c3c4c(cccc4c2-c2ccccc2)C(=O)c2ccccc2-3)cc1,CC#N,527.0,96.4
O=C1c2ccccc2-c2c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccccc3)c3cccc1c23,CO,509.0,78.9
O=C1c2ccccc2-c2c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccc([N+](=O)[O-])cc3)c(-c3ccccc3)c3cccc1c23,CC#N,496.0,78.3
CC(C)(C)NC(=O)c1cccc2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,403.0,52.6
Cc1ccc(C(=O)NC(C)(C)C)c2c1ccc1c3ccccc3c3ccccc3c12,ClCCl,407.0,53.5
CC(C)(C)NC(=O)c1ccc(F)c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,405.0,52.6
CC(C)(C)NC(=O)c1ccc(Br)c2ccc3c4ccccc4c4ccccc4c3c12,ClCCl,388.0,77.9
COc1ccc(C(=O)NC(C)(C)C)c2c1ccc1c3ccccc3c3ccccc3c12,ClCCl,407.0,53.2
COC(=O)c1ccc(C(=O)NC(C)(C)C)c2c1ccc1c3ccccc3c3ccccc3c12,ClCCl,448.0,74.5
CC(C)(C)NC(=O)c1cccc2ccc3c4cc(F)ccc4c4ccc(F)cc4c3c12,ClCCl,385.0,40.7
CC(C)(C)NC(=O)c1cccc2ccc3c4cc(Cl)ccc4c4ccc(Cl)cc4c3c12,ClCCl,407.0,53.1
CC(C)(C)NC(=O)c1cccc2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,ClCCl,388.0,53.6
CC(C)(C)NC(=O)c1cccc2ccc3c4ccc(Cl)cc4c4cc(Cl)ccc4c3c12,ClCCl,415.0,79.3
COc1ccc2c(c1)c1cc(OC)ccc1c1c2ccc2cccc(C(=O)NC(C)(C)C)c21,ClCCl,415.0,60.0
CC(C)(C)NC(=O)c1ccc(Br)c2ccc3c4ccc(F)cc4c4cc(F)ccc4c3c12,ClCCl,394.0,54.7
