smiles,solvent,quantum_yield
c1ccc(-c2nc(-c3ccc(-c4ccc(-c5ccc(-c6nc(-c7ccccc7)c(-c7ccccc7)o6)cc5)cc4)cc3)oc2-c2ccccc2)cc1,C1COCCO1,0.73
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(COC)c1,ClC(Cl)Cl,0.87
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4oc(-c5cccc(-c6oc(-c7cccc(COC)c7)cc6CCCC)c5)cc4CCCC)c3)o2)c1,ClC(Cl)Cl,0.23
CCCCc1cc(-c2cccc(COC)c2)oc1-c1cccc(-c2cc(CCCC)c(-c3cccc(-c4cc(CCCC)c(-c5cccc(-c6oc(-c7cccc(-c8oc(-c9cccc(-c%10oc(-c%11cccc(COC)c%11)cc%10CCCC)c9)cc8CCCC)c7)cc6CCCC)c5)o4)c3)o2)c1,ClC(Cl)Cl,0.54
O=c1[nH]c2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,Cc1ccccc1,0.24
O=c1[nH]c2[n+](c3ccccc13)[B-](F)(F)Oc1ccccc1-2,CC#N,0.201
F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3ccccc3[n+]21,Cc1ccccc1,0.013
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2ccccc21,Cc1ccccc1,0.002
CC(C)(C)c1cc2c(c(C(C)(C)C)c1)O[B-](F)(F)[n+]1c-2nc(-c2ccccc2)c2cc(Cl)ccc21,Cc1ccccc1,0.001
F[B-]1(F)Oc2ccccc2-c2cnc3ccccc3[n+]21,Cc1ccccc1,0.086
N#Cc1ccc(-n2cccc2)cc1,CCCCCC,0.077
N#Cc1ccc(-n2cccc2)cc1,CCOCC,0.023
N#Cc1ccc(-n2cccc2)cc1,C1CCOC1,0.024
N#Cc1ccc(-n2cccc2)cc1,ClCCl,0.022
N#Cc1ccc(-n2cccc2)cc1,CC#N,0.024
Cn1cccc1-c1ccc(C#N)cc1,CCCCCC,0.92
Cn1cccc1-c1ccc(C#N)cc1,CCCCOCCCC,1.0
Cn1cccc1-c1ccc(C#N)cc1,CCOCC,0.98
Cn1cccc1-c1ccc(C#N)cc1,C1CCOC1,0.94
Cn1cccc1-c1ccc(C#N)cc1,CC#N,0.51
Cn1cccc1-c1cc(C#N)ccc1C#N,CCCCCC,0.378
Cn1cccc1-c1cc(C#N)ccc1C#N,CCCCOCCCC,0.281
Cn1cccc1-c1cc(C#N)ccc1C#N,CCOCC,0.206
Cn1cccc1-c1cc(C#N)ccc1C#N,C1CCOC1,0.139
Cn1cccc1-c1cc(C#N)ccc1C#N,CC#N,0.024
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,Cc1ccccc1,0.06
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,0.09
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,CC(C)=O,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,Cc1ccccc1,0.08
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,C1CCOC1,0.1
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC(C)=O,0.03
CCn1c2ccccc2c2cc(/C=C/c3cccc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+]3CCCS(=O)(=O)[O-])ccc21,CC#N,0.03
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,Cc1ccccc1,0.09
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,C1CCOC1,0.12
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC(C)=O,0.05
CCn1c2ccccc2c2cc(/C=C/c3cc(/C=C/c4ccc5c(c4)c4ccccc4n5CC)[n+](CCCS(=O)(=O)[O-])c(/C=C/c4ccc5c(c4)c4ccccc4n5CC)c3)ccc21,CC#N,0.05
O=C1c2cc(F)ccc2-c2cnccc21,CCCCCC,0.0017
O=C1c2cc(F)ccc2-c2cnccc21,Cc1ccccc1,0.012
O=C1c2cc(F)ccc2-c2cnccc21,CCOC(C)=O,0.02
O=C1c2cc(F)ccc2-c2cnccc21,ClCCl,0.018
O=C1c2cc(F)ccc2-c2cnccc21,CC#N,0.015
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CCCCCC,0.0032
Cc1ccc2c(c1)C(=O)c1ccncc1-2,Cc1ccccc1,0.031
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CCOC(C)=O,0.036
Cc1ccc2c(c1)C(=O)c1ccncc1-2,ClCCl,0.022
Cc1ccc2c(c1)C(=O)c1ccncc1-2,CC#N,0.019
Oc1ccc(C2=[N+]3C(=C(c4ccccc4)c4cccn4[B-]3(F)F)C=C2)cc1,ClC(Cl)Cl,0.06
F[B-]1(F)n2c(cc(Br)c2Br)C(c2ccccc2)=C2C=C(Br)C(Br)=[N+]21,ClC(Cl)Cl,0.98
F[B-]1(F)n2c(cc(Br)c2Br)C(c2ccccc2)=C2C=C(Br)C(c3ccc[nH]3)=[N+]21,ClC(Cl)Cl,0.47
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3ccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)cc3)=[N+]21,ClC(Cl)Cl,0.01
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3cccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(Br)n6[B-]5(F)F)C=C4Br)c3)=[N+]21,ClC(Cl)Cl,0.28
F[B-]1(F)n2cccc2C(c2ccccc2)=C2C=CC(c3cccc(OC4=[N+]5C(=C(c6ccccc6)c6cc(Br)c(-c7ccc[nH]7)n6[B-]5(F)F)C=C4Br)c3)=[N+]21,ClC(Cl)Cl,0.18
c1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7ccccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.88
Brc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(Br)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.42
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)cc4)cc3)nc2c1,CN(C)C=O,0.94
Cc1cc(-c2ccc(-c3nc4ccccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3ccccc3[nH]2)cc1,CN(C)C=O,0.82
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(C)c4)cc3)nc2c1,CN(C)C=O,0.86
Fc1cc(-c2ccc(-c3nc4cc(Br)ccc4[nH]3)cc2)ccc1-c1ccc(-c2nc3cc(Br)ccc3[nH]2)cc1,CN(C)C=O,0.48
Cc1ccc2[nH]c(-c3ccc(-c4ccc(-c5ccc(-c6nc7cc(C)ccc7[nH]6)cc5)c(F)c4)cc3)nc2c1,CN(C)C=O,0.98
Cc1oc2c(Cl)cc3c(C)cc(=O)oc3c2c1C,C1CCCCC1,0.0005
Cc1oc2c(Cl)cc3c(C)cc(=O)oc3c2c1C,C1COCCO1,0.003
Cc1oc2c(Cl)cc3c(C)cc(=O)oc3c2c1C,CC#N,0.007
Cc1oc2c(Cl)cc3c(C)cc(=O)oc3c2c1C,CCO,0.02
Cc1oc2c(Cl)cc3c(C)cc(=O)oc3c2c1C,OCC(F)(F)F,0.04
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,C1CCCCC1,0.0006
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,C1COCCO1,0.001
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,CC#N,0.002
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,CCO,0.004
Cc1cc(=O)oc2c1cc(Br)c1occ(C)c12,OCC(F)(F)F,0.004
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,C1CCCCC1,0.0004
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,C1COCCO1,0.002
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,CC#N,0.0014
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,CCO,0.005
Cc1cc2c(o1)c(Br)cc1c(C)cc(=O)oc12,OCC(F)(F)F,0.005
Fc1ccc2cc3cccc[n+]3cc2c1,O,0.34
Fc1cc(F)c2cc3cccc[n+]3cc2c1,O,0.3
Clc1ccc2cc3cccc[n+]3cc2c1,O,0.2
COc1ccc2cc3cccc[n+]3cc2c1,O,0.2
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCCC,0.0176
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,Cc1ccccc1,0.0078
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,ClCCl,0.0048
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CN(C)C=O,0.007
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CC#N,0.0055
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCCO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCCO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CCO,0.0048
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,CO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,OCCO,0.0088
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3o2)cc1,OCC(O)CO,0.0359
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCCCCC,0.022
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,Cc1ccccc1,0.0088
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,ClCCl,0.0054
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CN(C)C=O,0.0064
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CC#N,0.0068
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCCCO,0.0044
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCCO,0.0054
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CCO,0.0045
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,CO,0.0039
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,OCCO,0.0062
CN(C)c1ccc(/C=C/C=C/c2nc3ccccc3s2)cc1,OCC(O)CO,0.039
C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,C1CCCCC1,0.38
C[Si](C)(c1ccc2cc3ccccc3cc2c1)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,0.18
C[Si](C)(C)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,C1CCCCC1,0.22
C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,0.07
C[Si](C)(C)[Si](C)(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,0.92
C[Si](C)(C)[Si](C)(C)c1cccc2cc3ccccc3cc12,CC#N,0.16
C[Si](C)(c1ccc2cc3ccccc3cc2c1)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,CC#N,0.04
C[Si](C)(C)[Si](C)(C)c1ccc2cc3ccccc3cc2c1,CC#N,0.08
C[Si](C)(c1c2ccccc2cc2ccccc12)[Si](C)(C)c1c2ccccc2cc2ccccc12,CC#N,0.07
C[Si](C)(C)[Si](C)(C)c1c2ccccc2cc2ccccc12,CC#N,0.65
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,Cc1ccccc1,0.068
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,ClCCl,0.109
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,C1CCOC1,0.066
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,ClC(Cl)Cl,0.065
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCOC(C)=O,0.068
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC(C)=O,0.053
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CO,0.061
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CCO,0.07
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CC#N,0.052
O=Cc1c(O)c(-c2nc3ccccc3s2)cc2ccccc12,CN(C)C=O,0.077
O=CC1=Cc2cocc2C=C(C=O)C1,ClC(Cl)Cl,0.0
Cc1oc(C)c2c1C=C(C=O)CC(C=O)=C2,ClC(Cl)Cl,0.0
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClC(Cl)Cl,0.14
COc1ccc(-c2oc(-c3ccc(OC)cc3)c3c2C=C(C=O)CC(C=O)=C3)cc1,ClC(Cl)Cl,0.15
O=CC1=Cc2c(-c3ccc(-c4ccccc4)cc3)oc(-c3ccc(-c4ccccc4)cc3)c2C=C(C=O)C1,ClC(Cl)Cl,0.32
Cc1ccc(S(=O)(=O)/N=C/C2=Cc3c(-c4ccccc4)oc(-c4ccccc4)c3C=C(/C=N/S(=O)(=O)c3ccc(C)cc3)C2)cc1,ClC(Cl)Cl,0.1
N#CC(C#N)=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=C(C#N)C#N)C1,ClC(Cl)Cl,0.002
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,Cc1ccccc1,0.01
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,0.02
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClCCCl,0.26
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClCCl,0.24
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CN(C)C=O,0.16
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CS(C)=O,0.25
O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CCO,0.14
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,0.72
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,0.65
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,0.65
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOC(C)=O,0.66
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CC#N,0.68
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,0.81
OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,0.62
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,0.52
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,0.46
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,0.42
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,0.36
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,0.3
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,0.25
COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,0.21
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,0.42
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,0.38
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.29
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.25
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.25
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.19
CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,0.17
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,0.12
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,0.095
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,0.073
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,0.056
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,0.053
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,0.032
COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,0.039
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,0.15
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,0.058
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.37
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.002
CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.004
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,0.13
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,0.077
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.33
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.01
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.006
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.005
CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,0.003
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,0.32
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,0.11
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,0.35
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,0.013
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,0.008
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,0.005
CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,0.002
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,O,0.035
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CO,0.047
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CC#N,0.034
O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,C1COCCO1,0.06
CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,0.811
COc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,0.678
Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,0.275
Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,0.188
F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.131
F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.152
F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,0.106
O=C1c2ccccc2-c2ccccc21,c1ccccc1,0.0078
Nc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,0.031
Nc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,0.055
Nc1cccc2c1C(=O)c1ccccc1-2,CC#N,0.057
Nc1cccc2c1C(=O)c1ccccc1-2,CCO,0.068
Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,0.0086
Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.00099
Nc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,0.006
Nc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,0.13
Nc1ccc2c(c1)-c1ccccc1C2=O,CC#N,0.043
Nc1ccc2c(c1)-c1ccccc1C2=O,CCO,0.0033
Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,0.035
Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,0.074
Nc1cccc2c1-c1ccccc1C2=O,CC#N,0.012
Nc1cccc2c1-c1ccccc1C2=O,CCO,0.00024
CNc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,0.042
CNc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,0.065
CNc1cccc2c1C(=O)c1ccccc1-2,CC#N,0.065
CNc1cccc2c1C(=O)c1ccccc1-2,CCO,0.064
CNc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,0.0073
CNc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.001
CNc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,0.045
CNc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,0.19
CNc1ccc2c(c1)-c1ccccc1C2=O,CC#N,0.064
CNc1ccc2c(c1)-c1ccccc1C2=O,CCO,0.0065
CNc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,0.094
CNc1cccc2c1-c1ccccc1C2=O,c1ccccc1,0.063
CNc1cccc2c1-c1ccccc1C2=O,CC#N,0.0051
CNc1cccc2c1-c1ccccc1C2=O,CCO,0.00014
CN(C)c1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,0.0016
CN(C)c1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,0.0024
CN(C)c1cccc2c1C(=O)c1ccccc1-2,CC#N,0.0027
CN(C)c1cccc2c1C(=O)c1ccccc1-2,CCO,0.004
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,0.0087
CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,0.0012
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,0.14
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,0.23
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CC#N,0.083
CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CCO,0.0081
CN(C)c1cccc2c1-c1ccccc1C2=O,C1CCCCC1,0.075
CN(C)c1cccc2c1-c1ccccc1C2=O,c1ccccc1,0.073
CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,0.0075
CN(C)c1cccc2c1-c1ccccc1C2=O,CCO,0.00027
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,0.76
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCC(C)C,0.77
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCC(C)CC,0.75
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,0.74
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,0.77
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,0.72
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,0.61
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCO,0.54
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCO,0.53
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,0.54
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,0.53
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,0.47
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,0.56
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,0.46
C(#Cc1nc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,ClCCl,0.55
