ANCHORING_GROUP;PEAK_ABSORPTION_SOLUTION;DONOR;STRUCTURE;PEAK_ABSORPTION_METAL_OXIDE;METAL_OXIDE;SOLVENT;AGGREGATION;DOI
cyanoacrylic,carboxylic;440;triphenylamine,imidazole;CCCCCCc1cc(sc1c1ccc(cc1)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N;432;TiO2;acetonitrile;UNCHANGED;10.1016/j.solener.2019.04.090
cyanoacrylic,carboxylic;463;triphenylamine,imidazole;CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1sc(cc1c1ccc(cc1)CCCC)c1cc(c(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)CCCC;452;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.solener.2019.04.090
cyanoacrylic,carboxylic;482;triphenylamine,imidazole;CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1sc(cc1c1ccc(cc1)OCC)c1cc(c(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCC;468;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.solener.2019.04.090
benzoic,carboxylic;643;triphenylamine,squaraine;OC(=O)c1ccc2c(c1)C(C)(C)C(=[N+]2C)/C=C/1\C(=C(C1=O)c1cc2c3c(c1)C(C)(C)c1c4N3c3c(C2(C)C)cccc3C(c4ccc1)(C)C)[O-];624;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/C6TA08651A
benzoic,carboxylic;673;triphenylamine,squaraine;CCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)c2cc3c4c(c2)C(C)(C)c2c5N4c4c(C3(C)C)cccc4C(c5ccc2)(C)C)[O-])C(c2c1ccc(c2)C(=O)O)(C)C;641;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/C6TA08651A
benzoic,carboxylic;674;triphenylamine,squaraine;CCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)c2cc3c4c(c2)C(C)(C)c2c5N4c4c(C3(C)C)cccc4C(c5ccc2)(C)C)[O-])C(c2c1ccc(c2)C(=O)O)(CCCCCCCCCC)CCCCCCCCCC;636;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/C6TA08651A
benzoic,carboxylic;674;triphenylamine,squaraine;CCCCCC[N+]1=C(/C=C/2\C(=C(C2=O)c2ccc(cc2)N(c2ccccc2)c2ccccc2)[O-])C(c2c1ccc(c2)C(=O)O)(C)C;666;TiO2;acetonitrile;UNCHANGED;10.1039/C6TA08651A
cyanoacrylic,carboxylic;438;phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;525;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C7TA01744H
cyanoacrylic,carboxylic;438;phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;510;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C7TA01744H
carboxylic,rhodanine;475;phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;575;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C7TA01744H
carboxylic,rhodanine;476;phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C\1/SC(=S)N(C1=O)CC(=O)O)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;585;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C7TA01744H
malononitrile;471;phenothiazine;CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C#N)C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;425;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/C7TA01744H
malononitrile;471;phenothiazine;CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C(C#N)C#N)C#Cc1ccc2c3c1ccc1c3c(cc2)ccc1;415;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/C7TA01744H
cyanoacrylic,carboxylic;387;carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)/C=C(/C(=O)O)\C#N)n1c2ccccc2c2c1cccc2;460;TiO2;acetonitrile;BATHOCHROMIC;10.1021/am404948w
cyanoacrylic,carboxylic;440;carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N;520;TiO2;acetonitrile;BATHOCHROMIC;10.1021/am404948w
cyanoacrylic,carboxylic;443;carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)/C=C(/C(=O)O)\C#N;520;TiO2;acetonitrile;BATHOCHROMIC;10.1021/am404948w
cyanoacrylic,carboxylic;476;carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccccc2c2c1cccc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N;550;TiO2;acetonitrile;BATHOCHROMIC;10.1021/am404948w
cyanoacrylic,carboxylic;478;carbazole;CCCCn1c2cc(ccc2c2c1cc(cc2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N;550;TiO2;acetonitrile;BATHOCHROMIC;10.1021/am404948w
cyanoacrylic,carboxylic;464;misc;N#C/C(=C/1\C=C(/C=C/c2ccc(cc2)N(C)C)CC(C1)(C)C)/C(=O)O;440;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/b820964b
cyanoacrylic,carboxylic;450;triphenylamine;N#C/C(=C/1\C=C(/C=C/c2ccc(cc2)N(c2ccccc2)c2ccccc2)CC(C1)(C)C)/C(=O)O;450;TiO2;acetonitrile;UNCHANGED;10.1039/b820964b
cyanoacrylic,carboxylic;497;indoline;N#C/C(=C/1\C=C(/C=C/c2ccc3c(c2)C2CCCC2N3c2ccc(cc2)C)CC(C1)(C)C)/C(=O)O;440;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/b820964b
alkoxysilane;423;misc;CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccc(cc1)N(C)C)OCC;410;TiO2;acetonitrile;HYPSOCHROMIC;10.1007/s12633-013-9174-y
alkoxysilane;444;misc;CCO[Si](c1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)OCC;410;TiO2;acetonitrile;HYPSOCHROMIC;10.1007/s12633-013-9174-y
alkoxysilane;445;misc;O[Si](c1ccc(cc1)N=Nc1ccccc1)(c1ccc(cc1)N=Nc1ccccc1)O;425;TiO2;acetonitrile;HYPSOCHROMIC;10.1002/aoc.1612
benzoic,carboxylic;444;misc;OC(=O)c1ccc(cc1)N=Nc1ccccc1;425;TiO2;acetonitrile;HYPSOCHROMIC;10.1002/aoc.1612
cyanoacrylic,carboxylic;373;triphenylamine;N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;387;TiO2;acetonitrile;BATHOCHROMIC;10.1021/jo701592x
cyanoacrylic,carboxylic;404;triphenylamine;N#CC(=Cc1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;404;TiO2;acetonitrile;UNCHANGED;10.1021/jo701592x
cyanoacrylic,carboxylic;445;triphenylamine;N#CC(=Cc1ccc(s1)/C=C/c1ccc(s1)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;412;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/jo701592x
cyanoacrylic,carboxylic;463;triphenylamine;N#C/C(=C\c1ccc(s1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;415;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/jo701592x
benzoic,carboxylic;634;indoline,squaraine;[O-]C1=C(/C=C\2/N(Cc3ccc(cc3)C(=O)O)c3c(C2(C)C)cccc3)C(=O)/C/1=C\C1=[N+](Cc2ccc(cc2)C(=O)O)c2c(C1(C)C)cccc2;650;TiO2;acetonitrile;BATHOCHROMIC;10.1016/j.jphotochem.2004.10.016
benzoic,carboxylic;520;bodipy;COCCOC#C[B-]1(C#COCCOC)[N+]2=C(C)C(C(=C2C(=C2N1C(C)C(=C2C)CC)c1ccc(cc1)C(=O)O)C)CC;525;TiO2;acetonitrile;UNCHANGED;10.1002/chem.200900518
benzoic,carboxylic;570;bodipy;COCCOCCOc1ccc(cc1)/C=C/C1C(=C(C2=C(c3ccc(cc3)C(=O)O)C3=C(C(C(=[N+]3[B-](N12)(C#COCCOC)C#COCCOC)C)CC)C)C)CC;580;TiO2;acetonitrile;UNCHANGED;10.1002/chem.200900518
benzoic,carboxylic;640;bodipy;COCCOCCOc1ccc(cc1)/C=C/C1C(=C(C2=C(c3ccc(cc3)C(=O)O)C3=C(C(C(=[N+]3[B-](N12)(C#COCCOC)C#COCCOC)/C=C/c1ccc(cc1)OCCOCCOC)CC)C)C)CC;661;TiO2;acetonitrile;BATHOCHROMIC;10.1002/chem.200900518
cyanoacrylic,carboxylic;405;imidazole;CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc(cc1)c1ccc(s1)/C=C(/C(=O)O)\C#N;485;TiO2;acetonitrile;BATHOCHROMIC;10.1002/ajoc.201402214
cyanoacrylic,carboxylic;416;imidazole;CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N;502;TiO2;acetonitrile;BATHOCHROMIC;10.1002/ajoc.201402214
cyanoacrylic,carboxylic;451;imidazole;CCCCn1c(nc2c1c1cccc3c1c1c2cccc1cc3)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N;555;TiO2;acetonitrile;BATHOCHROMIC;10.1002/ajoc.201402214
cyanoacrylic,carboxylic;462;triphenylamine;N#C/C(=C\C=C(\c1ccc(cc1)N(c1ccccc1)c1ccccc1)/Cl)/C(=O)O;510;TiO2;acetonitrile;BATHOCHROMIC;10.1039/c8nj01029c
carboxylic,rhodanine;488;triphenylamine;Cl/C(=C\C=C/1\SC(=S)N(C1=O)CC(=O)O)/c1ccc(cc1)N(c1ccccc1)c1ccccc1;550;TiO2;acetonitrile;BATHOCHROMIC;10.1039/c8nj01029c
benzoic,carboxylic;369;triphenylamine;Cl/C(=C\C=N\c1ccc(c(c1)O)C(=O)O)/c1ccc(cc1)N(c1ccccc1)c1ccccc1;411;TiO2;acetonitrile;BATHOCHROMIC;10.1039/c8nj01029c
benzoic,carboxylic;560;tetrahydroquinoline;OC(=O)c1ccccc1C1=c2cc3CCC[N+]4=c3c(c2Oc2c1cc1CCCN3c1c2CCC3)CCC4;528;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/acs.jpcc.7b04604
benzoic,carboxylic;555;misc;CCN(c1ccc2c(c1)oc1c(c2c2ccccc2C(=O)O)ccc(=[N+](CC)CC)c1)CC;506;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/acs.jpcc.7b04604
benzoic,carboxylic;500;misc;Nc1ccc2c(c1)oc1c(c2c2ccccc2C(=O)O)ccc(=[NH2+])c1;504;TiO2;acetonitrile;UNCHANGED;10.1021/acs.jpcc.7b04604
phosphonic;450;carbazole;CCCCCCc1cc(sc1c1sc(c(c1)CCCCCC)c1sc(c(c1)CCCCCC)C=C(P(=O)(O)O)C#N)c1sc(cc1CCCCCC)c1ccc2c(c1)c1ccccc1n2CC;450;TiO2;acetonitrile;UNCHANGED;10.1016/j.electacta.2013.12.013
cyanoacrylic,carboxylic;392;triphenylamine;N#C/C(=C/c1ccc2c(c1)C1(c3cc(ccc3c3c1cc(cc3)N(c1ccccc1)c1ccccc1)/C=C(/C(=O)O)\C#N)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)/C(=O)O;420;TiO2;acetonitrile;BATHOCHROMIC;10.1021/ol902314z
cyanoacrylic,carboxylic;443;triphenylamine,imidazole;CCCCCCn1c2cc(ccc2n(c1=S)CCCCCC)N(c1ccc2c(c1)n(CCCCCC)c(=S)n2CCCCCC)c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N;472;TiO2;acetonitrile;BATHOCHROMIC;10.1021/ol4001685
carboxylic,rhodanine;437;carbazole;OC(=O)CN1C(=S)S/C(=C\c2ccc3c(c2)c2ccccc2n3c2ccccc2)/C1=O;470;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C8NJ06196C
carboxylic,rhodanine;468;triphenylamine;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O;505;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C8NJ06196C
carboxylic,rhodanine;401;carbazole;OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)n2c3ccccc3c3c2cccc3)/C1=O;460;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C8NJ06196C
carboxylic,rhodanine;438;carbazole;CCCCCCn1c2ccc(cc2c2c1cccc2)/C=C/1\SC(=S)N(C1=O)CC(=O)O;475;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C8NJ06196C
carboxylic,rhodanine;464;misc;CCCCCCN(c1ccccc1)c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O;480;TiO2;acetonitrile;BATHOCHROMIC;10.1039/C8NJ06196C
carboxylic,rhodanine;480;misc;CCCCCCN(c1ccc(cc1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CCCCCC;470;TiO2;acetonitrile;UNCHANGED;10.1039/C8NJ06196C
carboxylic,rhodanine;459;triphenylamine;OC(=O)CN1C(=S)SC(C1=O)c1ccc(cc1)N(c1ccccc1)c1ccccc1;438;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/B812154K
carboxylic,rhodanine;476;triphenylamine;OC(=O)CN1C(=S)S/C(=C/c2ccc(s2)c2ccc(cc2)N(c2ccccc2)c2ccccc2)/C1=O;459;TiO2;acetonitrile;HYPSOCHROMIC;10.1039/B812154K
cyanoacrylic,carboxylic;397;triphenylamine;N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccccc1)c1ccccc1)C(=O)O;400;TiO2;acetonitrile;UNCHANGED;10.1016/j.synthmet.2011.06.001
cyanoacrylic,carboxylic;404;triphenylamine;N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)C)c1ccc(cc1)C)C(=O)O;400;TiO2;acetonitrile;UNCHANGED;10.1016/j.synthmet.2011.06.001
cyanoacrylic,carboxylic;406;triphenylamine;N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)CC)c1ccc(cc1)CC)C(=O)O;400;TiO2;acetonitrile;UNCHANGED;10.1016/j.synthmet.2011.06.001
cyanoacrylic,carboxylic;407;triphenylamine;N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C)C(=O)O;400;TiO2;acetonitrile;UNCHANGED;10.1016/j.synthmet.2011.06.001
cyanoacrylic,carboxylic;402;triphenylamine;N#CC(=Cc1ccc(cc1)c1nnc(o1)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC)C(=O)O;400;TiO2;acetonitrile;UNCHANGED;10.1016/j.synthmet.2011.06.001
carboxylic;391;misc;CN(c1ccc(cc1)C1=CC=C(CC1)C(=O)O)C;350;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/ol802630x
carboxylic;387;triphenylamine;OC(=O)C1=CC=C(CC1)c1ccc(cc1)N(c1ccccc1)c1ccccc1;380;TiO2;acetonitrile;UNCHANGED;10.1021/ol802630x
carboxylic;379;carbazole;OC(=O)C1=CC=C(CC1)c1ccc(cc1)n1c2ccccc2c2c1cccc2;350;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/ol802630x
carboxylic;404;triphenylamine;OC(=O)C1=CC=C(CC1)C=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1;400;TiO2;acetonitrile;UNCHANGED;10.1021/ol802630x
carboxylic;416;triphenylamine;OC(=O)C1=CC=C(CC1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/ol802630x
carboxylic;417;triphenylamine;OC(=O)C1=CC=C(CC1)c1ccc(s1)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1021/ol802630x
pyridine;437;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Si](c1c2sc(c1)c1ccncc1)(CC(CCCC)CC)CC(CCCC)CC;439;TiO2;acetonitrile;UNCHANGED;10.1039/C9DT02600B
pyridine;435;triphenylamine;CCCCCCOc1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)c1sc2c(c1)[Ge](c1c2sc(c1)c1ccncc1)(CC(CCCC)CC)CC(CCCC)CC;439;TiO2;acetonitrile;UNCHANGED;10.1039/C9DT02600B
carboxylic,rhodanine;484;misc;CCN(c1ccc(c(c1)O)/C=C/1\SC(=S)N(C1=O)CC(=O)O)CC;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;487;misc;CCCCCCOc1cc(ccc1/C=C/1\SC(=S)N(C1=O)CC(=O)O)N(CC)CC;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;550;misc;CCCCCCOc1cc(ccc1/C=C(/c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)\C#N)N(CC)CC;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic,rhodanine;556;misc;CCCCCCOc1cc(ccc1/C=C/c1ccc(s1)/C=C/1\SC(=S)N(C1=O)CC(=O)O)N(CC)CC;400;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.dyepig.2019.02.045
carboxylic;516;misc;CCN(c1ccc(c(c1)O)/C=C/c1sc2c([n+]1CC(=O)O)cccc2)CC.[Br-];500;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;531;misc;CCN(c1ccc(c(c1)OC)/C=C/c1sc2c([n+]1CC(=O)O)cccc2)CC.[Br-];500;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;536;misc;CCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;534;misc;CCCCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
carboxylic;528;misc;CCCCCCOc1cc(ccc1/C=C/c1sc2c([n+]1CC(=O)O)cccc2)N(CC)CC.[Br-];500;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jphotochem.2019.03.043
cyanoacrylic,carboxylic;410;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;420;TiO2;acetonitrile;UNCHANGED;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;417;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1;490;TiO2;acetonitrile;BATHOCHROMIC;10.1016/j.dyepig.2019.02.013
cyanoacrylic,carboxylic;413;triphenylamine;CCCC1(CCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1nc(nc(n1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)N(c1ccccc1)c1ccccc1)c1ccc2c(c1)C(CCC)(CCC)c1c2ccc(c1)c1ccc(s1)/C=C(\C(=O)O)/C#N;470;TiO2;acetonitrile;BATHOCHROMIC;10.1016/j.dyepig.2019.02.013
benzoic,carboxylic;484;bodipy,triphenylamine;OC(=O)c1ccc(cc1)C1=CC(=[O+][B-](O1)(F)F)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C;468;TiO2;acetonitrile;HYPSOCHROMIC;10.1002/chem.201402010
benzoic,carboxylic;494;bodipy,triphenylamine;OC(=O)c1ccc(cc1)C1=CC(=[O+][B-](O1)(F)F)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C;486;TiO2;acetonitrile;UNCHANGED;10.1002/chem.201402010
benzoic,carboxylic;483;bodipy,triphenylamine;OC(=O)c1ccc(cc1)c1ccc(cc1)C1=CC(=[O+][B-](O1)(F)F)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C;470;TiO2;acetonitrile;HYPSOCHROMIC;10.1002/chem.201402010
benzoic,carboxylic;487;bodipy,triphenylamine;OC(=O)c1ccc(cc1)c1ccc(cc1)C1=CC(=[O+][B-](O1)(F)F)c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)C(C)(C)C)c1ccc(cc1)C(C)(C)C;480;TiO2;acetonitrile;UNCHANGED;10.1002/chem.201402010
carboxylic;413;carbazole;OC(=O)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)N(C)C;435;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
carboxylic;407;triphenylamine,carbazole;OC(=O)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)N(c1ccccc1)c1ccccc1;428;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
carboxylic;400;carbazole;OC(=O)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C;425;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
carboxylic;396;carbazole;OC(=O)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccccc1;416;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
carboxylic;379;carbazole;N#Cc1ccc(cc1)n1c2ccccc2c2c1ccc(c2)/C=C/C(=O)O;404;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
carboxylic;374;carbazole;OC(=O)/C=C/c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C(F)(F)F;401;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;425;carbazole;N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)N(C)C)/C(=O)O;449;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;416;triphenylamine,carbazole;N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C(=O)O;438;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;411;carbazole;N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C)/C(=O)O;433;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;408;carbazole;N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccccc1)/C(=O)O;430;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;389;carbazole;N#Cc1ccc(cc1)n1c2ccccc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N;411;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;394;carbazole;N#C/C(=C\c1ccc2c(c1)c1ccccc1n2c1ccc(cc1)C(F)(F)F)/C(=O)O;416;TiO2;acetonitrile;BATHOCHROMIC;10.1108/PRT-09-2014-0077
cyanoacrylic,carboxylic;422;triphenylamine,phenothiazine;N#CC(=Cc1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)C(=O)O;416;TiO2;acetonitrile;UNCHANGED;10.1039/C2RA01326F
cyanoacrylic,carboxylic;424;triphenylamine,carbazole;N#CC(=Cc1ccc(cc1)N(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)C(=O)O;424;TiO2;acetonitrile;UNCHANGED;10.1039/C2RA01326F
cyanoacrylic,carboxylic;376;triphenylamine;N#C/C(=C\c1cccc(c1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)/C(=O)O;420;TiO2;acetonitrile;BATHOCHROMIC;10.1002/asia.201100849
cyanoacrylic,carboxylic;420;triphenylamine;N#C/C(=C\c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)/C(=O)O;470;TiO2;acetonitrile;BATHOCHROMIC;10.1002/asia.201100849
cyanoacrylic,carboxylic;406;triphenylamine;N#C/C(=C\c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)/C(=O)O;490;TiO2;acetonitrile;BATHOCHROMIC;10.1002/asia.201100849
cyanoacrylic,carboxylic;400;triphenylamine;N#C/C(=C\c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc(cc1)c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)/C(=O)O;480;TiO2;acetonitrile;BATHOCHROMIC;10.1002/asia.201100849
cyanoacrylic,carboxylic;420;triphenylamine;N#C/C(=C\c1ccc(cc1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c3c1ccc1c3c(cc2)ccc1)c1ccccc1)/C(=O)O;500;TiO2;acetonitrile;BATHOCHROMIC;10.1002/asia.201100849
cyanoacrylic,carboxylic;442;carbazole;CCCCCCc1cc(sc1c1ccc2c(c1)c1ccccc1n2c1ccccc1)c1sc(c(c1)CCCCCC)c1ccc(s1)/C=C(/C(=O)O)\C#N;424;TiO2;acetonitrile;HYPSOCHROMIC;10.1016/j.jpowsour.2020.227776
